Valor nulo: -9999.9												
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)
2024 02 29 10	2.42	6.76	14.66	319	0.58	281	2.34	8.22	321	0.04	4.14	51
2024 02 29 11	2.67	6.15	14.66	315	1.87	301	1.76	12.84	327	0.7	7.95	330
2024 02 29 12	2.98	6.51	14.66	314	0.65	268	1.28	14.35	335	1.26	11.46	321
2024 02 29 13	3.24	6.73	9.1	312	2.21	295	1.27	14.21	335	1.11	12.01	321
2024 02 29 14	3.45	6.82	9.1	310	1.67	285	2.49	7.78	312	1.25	14.08	335
2024 02 29 15	3.88	7.15	9.1	309	1.81	286	2.96	8.23	310	1.73	12.82	331
2024 02 29 16	4.81	7.0	10.01	309	4.79	309	0.31	16.51	350	0.26	13.8	359
2024 02 29 17	5.01	7.25	10.01	311	4.96	311	0.5	15.28	349	0.24	16.46	334
2024 02 29 18	4.9	7.69	11.01	312	4.01	305	2.76	12.01	325	0.25	11.01	273
2024 02 29 19	4.79	7.99	11.01	314	2.57	300	4.02	10.38	320	0.3	9.1	273
2024 02 29 20	4.59	8.13	11.01	315	2.08	296	4.09	10.22	320	0.03	8.27	250
2024 02 29 21	4.45	8.38	12.11	316	1.08	281	4.31	9.43	318	0.01	6.53	227
2024 02 29 22	4.31	8.72	12.11	318	0.73	274	4.25	9.36	319	0.0	6.21	232
2024 02 29 23	4.18	9.08	12.11	319	0.4	265	4.16	9.38	319	0.0	27.32	39
2024 03 01 00	4.06	9.36	12.11	320	0.22	260	4.06	9.52	320	0.0	27.32	39
2024 03 01 01	3.95	9.54	12.11	320	0.26	265	3.94	9.74	320	0.0	27.32	39
2024 03 01 02	3.83	9.58	13.32	320	0.29	267	3.82	9.86	321	0.0	27.32	39
2024 03 01 03	3.74	9.27	13.32	320	0.42	272	3.71	9.89	321	0.0	27.32	39
2024 03 01 04	3.68	8.83	13.32	319	0.52	273	3.64	9.74	320	0.0	27.32	39
2024 03 01 05	3.65	8.66	13.32	318	0.52	270	3.61	9.56	319	0.0	27.32	39
2024 03 01 06	3.66	8.61	13.32	317	0.59	271	3.61	9.53	318	0.0	27.32	39
2024 03 01 07	3.7	8.46	13.32	315	0.58	263	3.65	9.41	316	0.0	27.32	39
2024 03 01 08	3.75	8.49	13.32	314	0.74	268	3.67	9.77	316	0.0	27.32	39
2024 03 01 09	3.86	8.64	13.32	314	0.77	269	3.78	9.92	316	0.0	26.95	56
2024 03 01 10	4.02	8.94	13.32	314	0.69	266	3.96	10.05	315	0.0	8.45	185
2024 03 01 11	4.24	9.33	13.32	315	0.65	270	4.18	10.27	316	0.0	8.26	216
2024 03 01 12	4.44	9.64	13.32	316	0.56	268	4.41	10.32	316	0.0	5.65	223
2024 03 01 13	4.53	9.69	13.32	316	0.8	275	4.46	10.76	318	0.01	7.18	237
2024 03 01 14	4.53	9.75	13.32	317	0.68	271	4.47	10.67	318	0.0	5.45	185
2024 03 01 15	4.5	9.85	14.66	318	0.66	272	4.45	10.79	319	0.0	6.21	222
2024 03 01 16	4.54	9.6	14.66	318	0.97	280	4.44	11.09	320	0.0	7.82	225
2024 03 01 17	4.68	9.58	14.66	318	0.87	279	4.6	10.77	319	0.0	6.21	232
2024 03 01 18	4.77	9.6	14.66	318	0.98	280	4.67	10.81	319	0.0	7.78	225
2024 03 01 19	4.74	9.91	14.66	318	0.5	266	4.72	10.42	319	0.0	7.75	185
2024 03 01 20	4.71	9.89	14.66	318	0.69	272	4.66	10.73	319	0.0	7.11	185
2024 03 01 21	4.72	9.9	14.66	319	0.45	264	4.7	10.37	319	0.0	6.51	185
2024 03 01 22	4.64	10.35	14.66	320	0.31	263	4.63	10.61	320	0.0	7.75	185
2024 03 01 23	4.58	10.73	14.66	321	0.12	254	4.58	10.81	321	0.0	6.51	185
2024 03 02 00	4.54	10.97	14.66	322	0.18	263	4.54	11.1	322	0.0	6.51	185
2024 03 02 01	4.52	11.03	14.66	323	0.28	270	4.1	10.65	318	1.87	17.25	344
2024 03 02 02	4.53	10.69	14.66	323	0.34	271	4.08	10.43	318	1.93	17.24	344
2024 03 02 03	4.58	10.46	16.12	323	0.23	263	3.26	12.94	337	3.21	9.3	309
2024 03 02 04	4.62	10.59	16.12	323	0.25	264	3.42	9.12	312	3.42	17.0	336
2024 03 02 05	4.69	10.51	16.12	322	0.31	266	3.48	9.14	311	3.48	17.17	336
2024 03 02 06	4.84	10.15	16.12	322	0.57	277	4.8	10.79	322	0.0	5.13	231
2024 03 02 07	4.94	9.51	16.12	321	1.26	289	4.77	11.11	323	0.0	6.21	232
2024 03 02 08	4.76	9.92	14.66	321	0.44	265	4.74	10.36	322	0.0	5.45	185
2024 03 02 09	4.56	10.34	14.66	322	0.23	259	4.56	10.53	322	0.0	4.56	185
2024 03 02 10	4.43	10.24	14.66	322	0.33	261	4.41	10.56	323	0.0	8.45	185
2024 03 02 11	4.26	10.41	14.66	323	0.28	263	4.25	10.71	323	0.0	5.96	185
2024 03 02 12	4.16	9.88	14.66	323	0.71	282	4.09	11.06	324	0.0	6.21	232
2024 03 02 13	4.01	10.1	14.66	323	0.16	249	4.01	10.31	323	0.03	1.93	86
2024 03 02 14	3.88	10.38	14.66	323	0.32	273	3.87	10.89	324	0.0	7.11	185
2024 03 02 15	3.82	9.91	14.66	323	0.51	301	3.78	10.91	323	0.03	3.86	263
2024 03 02 16	3.75	9.63	14.66	323	0.17	266	3.74	9.86	323	0.0	27.32	39
2024 03 02 17	3.65	9.6	14.66	322	0.3	277	3.64	10.04	322	0.0	27.32	39
2024 03 02 18	3.53	9.62	14.66	322	0.1	257	3.53	9.75	322	0.0	27.2	38
2024 03 02 19	3.4	9.98	13.32	322	0.08	258	3.4	10.08	322	0.0	27.2	38
2024 03 02 20	3.32	9.94	13.32	322	0.07	262	3.32	10.03	322	0.0	27.2	38
2024 03 02 21	3.26	9.68	13.32	322	0.07	264	3.26	9.76	322	0.0	27.1	36
2024 03 02 22	3.22	9.5	13.32	322	0.06	253	3.22	9.56	322	0.0	27.1	36
2024 03 02 23	3.17	9.42	13.32	322	0.06	256	3.17	9.48	322	0.0	25.94	42
2024 03 03 00	3.15	8.95	13.32	322	0.38	288	3.12	9.51	322	0.0	25.94	42
2024 03 03 01	3.14	8.48	13.32	321	0.25	272	3.13	8.9	322	0.0	25.95	29
2024 03 03 02	3.09	8.52	13.32	321	0.15	265	3.09	8.74	321	0.0	25.87	27
2024 03 03 03	3.02	8.43	13.32	320	0.25	267	3.01	8.85	321	0.0	25.0	34
2024 03 03 04	3.02	7.74	13.32	319	0.49	272	2.97	8.72	320	0.0	25.0	34
2024 03 03 05	3.07	6.94	13.32	317	1.12	285	2.84	9.14	321	0.25	6.21	305
2024 03 03 06	3.07	7.03	13.32	317	0.71	275	2.98	8.26	319	0.01	5.46	226
2024 03 03 07	3.07	7.2	12.11	318	0.45	286	3.03	7.89	319	0.12	2.74	234
2024 03 03 08	2.9	7.43	12.11	318	0.23	262	2.89	7.71	319	0.0	3.86	222
2024 03 03 09	2.79	7.61	12.11	318	0.34	267	2.76	8.12	319	0.0	23.99	39
2024 03 03 10	2.74	7.73	12.11	318	0.2	255	2.73	8.02	318	0.0	23.84	39
2024 03 03 11	2.73	7.52	12.11	317	0.25	257	2.71	7.9	317	0.0	23.84	39
2024 03 03 12	2.76	6.86	12.11	315	1.17	291	2.49	9.08	321	0.0	8.27	242
2024 03 03 13	2.85	6.29	12.11	313	1.48	291	2.44	8.98	322	0.0	23.84	39
2024 03 03 14	2.79	6.5	12.11	314	0.99	281	2.6	8.27	319	0.0	6.83	233
2024 03 03 15	2.81	6.54	12.11	314	1.4	294	2.43	9.13	321	0.01	7.73	249
2024 03 03 16	2.82	6.46	12.11	314	1.33	292	2.49	8.74	320	0.02	6.83	251
2024 03 03 17	2.76	6.48	12.11	315	1.29	292	2.44	8.81	321	0.04	6.83	261
2024 03 03 18	2.65	6.64	12.11	316	0.74	287	2.54	8.04	318	0.06	4.68	251
2024 03 03 19	2.53	7.02	11.01	318	0.12	261	2.4	6.94	319	0.78	12.39	305
2024 03 03 20	2.42	7.39	11.01	319	0.0	180	2.42	7.39	319	0.01	14.92	62
2024 03 03 21	2.32	7.69	11.01	320	0.0	180	2.32	7.69	320	0.01	17.55	58
2024 03 03 22	2.24	7.87	11.01	320	0.0	180	1.59	8.12	338	1.56	7.63	302
2024 03 03 23	2.16	7.98	11.01	321	0.0	180	1.55	8.14	338	1.51	7.82	302
2024 03 04 00	2.09	8.04	11.01	321	0.0	180	1.68	8.17	308	1.24	7.82	345
2024 03 04 01	2.03	8.08	11.01	321	0.0	180	2.03	8.08	321	0.01	18.58	54
2024 03 04 02	1.97	8.11	11.01	321	0.0	180	1.97	8.11	321	0.01	18.58	54
2024 03 04 03	1.91	8.11	11.01	321	0.0	180	1.91	8.11	321	0.01	18.58	54
2024 03 04 04	1.85	8.09	11.01	321	0.0	180	1.85	8.09	321	0.01	18.49	54
2024 03 04 05	1.78	7.96	11.01	321	0.0	180	1.53	8.47	312	0.91	6.91	347
2024 03 04 06	1.74	7.65	11.01	320	0.0	180	1.49	7.98	311	0.88	6.89	347
2024 03 04 07	1.71	7.42	11.01	319	0.0	180	1.49	7.62	309	0.85	6.9	347
2024 03 04 08	1.71	7.19	10.01	316	0.13	268	1.5	7.88	308	0.8	6.94	347
2024 03 04 09	1.7	6.09	10.01	313	0.45	277	1.18	10.06	314	0.74	7.08	347
2024 03 04 10	1.76	5.08	10.01	307	0.93	285	0.93	10.59	318	0.56	9.25	300
2024 03 04 11	2.2	5.3	10.01	302	1.4	286	1.49	9.48	310	0.79	5.25	321
2024 03 04 12	3.05	6.76	10.01	302	0.99	280	2.88	8.1	305	0.04	4.37	72
2024 03 04 13	3.14	7.35	10.01	302	0.9	278	3.0	8.58	304	0.04	4.66	72
2024 03 04 14	2.99	7.42	11.01	301	0.72	273	2.51	7.89	299	1.45	11.84	316
2024 03 04 15	2.91	7.15	11.01	301	0.87	276	1.92	10.24	305	1.76	7.0	296
2024 03 04 16	3.19	7.04	11.01	301	1.83	291	2.39	9.72	302	1.03	12.8	324
2024 03 04 17	3.23	7.12	11.01	302	0.67	269	2.98	7.61	301	1.03	12.82	323
2024 03 04 18	3.04	6.93	11.01	302	1.43	286	2.68	9.2	306	0.04	5.41	71
2024 03 04 19	3.06	7.33	11.01	303	0.59	268	3.0	8.22	304	0.03	5.48	71
2024 03 04 20	3.11	7.77	11.01	303	0.53	269	3.06	8.6	304	0.02	5.23	74
2024 03 04 21	3.23	7.93	11.01	304	0.54	272	3.18	8.8	305	0.03	6.14	69
2024 03 04 22	3.33	7.97	11.01	304	0.48	271	3.29	8.65	305	0.03	6.19	69
2024 03 04 23	3.33	8.0	12.11	304	0.47	269	3.29	8.65	305	0.02	6.16	70
2024 03 05 00	3.35	7.92	12.11	305	0.61	273	3.29	8.79	306	0.02	5.87	73
2024 03 05 01	3.34	7.94	12.11	305	0.51	267	3.3	8.64	306	0.02	6.42	71
2024 03 05 02	3.26	8.04	12.11	306	0.43	265	3.23	8.64	307	0.02	6.74	71
2024 03 05 03	3.16	8.07	12.11	307	0.45	267	3.12	8.73	307	0.01	6.45	73
2024 03 05 04	3.05	8.16	12.11	307	0.34	263	3.03	8.69	308	0.01	6.55	74
2024 03 05 05	2.97	8.27	12.11	308	0.28	261	2.95	8.71	309	0.01	6.73	71
2024 03 05 06	2.9	8.36	12.11	309	0.26	263	2.89	8.79	309	0.01	6.57	72
2024 03 05 07	2.86	8.36	12.11	310	0.23	261	2.85	8.77	310	0.01	6.36	73
2024 03 05 08	2.84	8.36	12.11	311	0.23	262	2.83	8.77	311	0.01	6.4	74
2024 03 05 09	2.82	8.41	12.11	311	0.22	262	2.81	8.81	312	0.01	6.33	76
2024 03 05 10	2.81	8.41	12.11	312	0.22	264	2.8	8.83	312	0.0	25.0	34
2024 03 05 11	2.79	8.25	12.11	312	0.4	279	2.76	9.16	313	0.0	4.24	239
2024 03 05 12	2.79	7.9	12.11	313	0.56	287	2.73	9.36	314	0.03	4.67	261
2024 03 05 13	2.78	7.78	12.11	313	0.55	289	2.72	9.3	314	0.05	4.27	260
2024 03 05 14	2.75	8.03	12.11	314	0.31	291	2.73	8.83	314	0.0	25.94	44
2024 03 05 15	2.73	8.48	12.11	314	0.09	304	2.66	8.5	313	0.63	15.06	341
2024 03 05 16	2.73	8.99	12.11	315	0.0	180	2.63	8.77	313	0.73	15.12	342
2024 03 05 17	2.76	9.34	12.11	317	0.0	180	2.5	8.79	312	1.17	14.64	336
2024 03 05 18	2.81	9.62	12.11	318	0.0	180	2.48	8.92	313	2.48	27.69	336
2024 03 05 19	2.86	9.83	12.11	319	0.0	180	2.46	8.99	313	2.46	25.1	337
2024 03 05 20	2.9	9.93	12.11	320	0.01	160	2.45	9.01	313	2.45	23.6	337
2024 03 05 21	2.91	9.84	12.11	321	0.01	165	2.45	8.89	313	2.45	23.07	338
2024 03 05 22	2.91	9.68	12.11	321	0.01	170	2.45	8.74	314	2.45	25.32	335
2024 03 05 23	2.87	9.6	13.32	321	0.01	172	2.62	9.09	316	0.96	14.99	339
2024 03 06 00	2.81	9.62	13.32	321	0.0	180	2.58	9.12	317	1.1	15.35	343
2024 03 06 01	2.74	9.68	13.32	321	0.02	207	2.74	9.73	321	0.0	27.2	38
2024 03 06 02	2.67	9.75	12.11	320	0.01	202	2.67	9.8	320	0.0	27.2	38
2024 03 06 03	2.6	9.78	12.11	320	0.0	180	2.6	9.78	320	0.0	26.85	16
2024 03 06 04	2.53	9.78	12.11	320	0.0	180	2.3	9.27	315	1.05	14.21	341
2024 03 06 05	2.45	9.75	12.11	319	0.0	180	2.25	9.31	315	0.96	14.12	341
2024 03 06 06	2.38	9.7	12.11	318	0.0	180	2.38	9.79	318	0.0	25.97	27
2024 03 06 07	2.3	9.64	12.11	318	0.0	180	2.3	9.74	318	0.0	25.87	27
2024 03 06 08	2.23	9.57	12.11	317	0.0	180	2.23	9.67	317	0.0	25.0	34
2024 03 06 09	2.16	9.5	12.11	316	0.0	180	2.16	9.61	316	0.0	24.91	32
2024 03 06 10	2.09	9.43	12.11	316	0.0	180	2.09	9.54	316	0.0	24.75	31
2024 03 06 11	2.02	9.35	12.11	315	0.0	180	2.02	9.47	315	0.0	24.75	31
2024 03 06 12	1.96	9.26	11.01	314	0.03	64	1.96	9.4	314	0.0	23.83	38
2024 03 06 13	1.9	9.06	11.01	314	0.06	65	1.9	9.33	314	0.0	23.77	37
2024 03 06 14	1.86	7.37	11.01	313	0.23	60	1.85	9.27	313	0.02	1.54	342
2024 03 06 15	1.84	6.59	11.01	315	0.41	63	1.79	9.25	312	0.12	2.34	8
2024 03 06 16	1.81	6.22	11.01	316	0.49	69	1.73	9.27	312	0.15	2.95	16
2024 03 06 17	1.75	6.1	11.01	316	0.49	70	1.66	9.34	311	0.19	2.6	24
2024 03 06 18	1.7	6.21	11.01	317	0.32	79	1.6	9.47	311	0.4	2.95	53
2024 03 06 19	1.68	6.15	11.01	319	0.26	82	1.55	9.66	310	0.45	3.24	41
2024 03 06 20	1.69	6.21	11.01	323	0.2	84	1.52	9.91	310	0.7	3.66	51
2024 03 06 21	1.72	6.44	11.01	326	0.11	85	1.51	10.23	309	0.8	3.88	54
2024 03 06 22	1.75	6.78	11.01	327	0.0	180	1.52	10.57	309	0.85	4.0	57
2024 03 06 23	1.76	7.18	13.32	325	0.0	180	1.55	10.89	309	0.53	6.09	58
2024 03 07 00	1.77	7.57	13.32	323	0.01	130	1.58	11.16	308	0.8	4.33	60
2024 03 07 01	1.78	7.88	13.32	323	0.0	180	1.59	11.35	308	0.41	6.73	54
2024 03 07 02	1.78	8.07	13.32	323	0.0	180	1.59	11.47	307	0.45	6.76	53
2024 03 07 03	1.78	8.19	13.32	323	0.0	180	1.57	11.56	307	0.51	6.84	52
2024 03 07 04	1.76	8.27	13.32	324	0.0	180	1.55	11.61	307	0.81	4.98	58
2024 03 07 05	1.73	8.36	13.32	324	0.0	180	1.52	11.66	306	0.84	5.19	56
2024 03 07 06	1.7	8.44	13.32	324	0.0	180	1.47	11.91	305	0.82	5.27	58
2024 03 07 07	1.66	8.52	13.32	324	0.0	140	1.44	11.95	305	0.74	5.12	60
2024 03 07 08	1.63	8.63	13.32	324	0.01	125	1.42	12.01	305	0.72	5.15	61
2024 03 07 09	1.61	8.66	13.32	324	0.04	73	1.4	12.11	306	0.78	5.53	58
2024 03 07 10	1.61	8.45	13.32	326	0.05	79	1.39	12.24	306	0.79	5.4	58
2024 03 07 11	1.63	8.24	13.32	327	0.02	112	1.41	12.3	307	0.81	5.09	58
2024 03 07 12	1.64	8.39	13.32	327	0.0	180	1.34	12.18	305	0.46	16.91	334
2024 03 07 13	1.67	8.63	13.32	328	0.0	180	1.36	12.35	305	0.5	16.91	334
2024 03 07 14	1.71	8.69	16.12	328	0.0	180	1.06	13.69	313	0.9	11.29	295
2024 03 07 15	1.75	8.73	14.66	327	0.0	180	1.1	13.83	312	0.57	16.89	334
2024 03 07 16	1.79	8.89	14.66	326	0.0	180	1.15	13.93	312	0.6	16.89	334
2024 03 07 17	1.82	9.11	14.66	324	0.02	203	1.63	13.26	310	0.77	5.02	61
2024 03 07 18	1.85	9.36	14.66	322	0.0	180	1.68	13.3	310	0.74	5.02	62
2024 03 07 19	1.88	9.75	14.66	321	0.0	180	1.72	13.32	310	0.63	5.38	58
2024 03 07 20	1.9	10.21	14.66	320	0.0	180	1.76	13.31	311	0.61	5.68	59
2024 03 07 21	1.92	10.55	14.66	320	0.0	180	1.79	13.28	311	0.6	5.96	60
2024 03 07 22	1.95	10.7	14.66	320	0.0	180	1.81	13.27	311	0.67	5.91	63
2024 03 07 23	1.97	10.54	14.66	320	0.0	180	1.83	13.22	311	0.59	6.17	60
2024 03 08 00	2.0	10.08	14.66	319	0.0	180	1.85	13.16	311	0.61	6.37	58
2024 03 08 01	2.02	10.01	14.66	319	0.0	180	1.87	13.09	312	0.6	6.38	58
2024 03 08 02	2.02	10.23	14.66	318	0.0	180	1.89	13.02	312	0.58	6.37	57
2024 03 08 03	2.02	10.49	14.66	318	0.0	180	1.91	12.96	312	0.55	6.32	57
2024 03 08 04	2.02	10.73	14.66	318	0.0	180	1.93	12.91	312	0.52	6.23	56
2024 03 08 05	2.03	10.96	14.66	317	0.0	180	1.95	12.19	312	0.48	6.23	54
2024 03 08 06	2.04	11.14	14.66	317	0.0	180	1.97	12.58	313	0.4	5.81	59
2024 03 08 07	2.07	11.26	14.66	317	0.0	180	2.0	12.63	313	0.29	8.06	40
2024 03 08 08	2.11	11.3	14.66	317	0.0	180	2.04	12.4	313	0.34	8.09	40
2024 03 08 09	2.16	11.31	14.66	317	0.0	180	2.08	12.39	312	0.37	8.05	40
2024 03 08 10	2.2	11.3	14.66	317	0.01	250	2.12	12.58	312	0.43	6.88	39
2024 03 08 11	2.24	11.28	14.66	317	0.01	200	2.15	12.58	312	0.6	6.41	50
2024 03 08 12	2.27	11.05	14.66	316	0.06	216	2.18	12.52	312	0.6	6.39	49
2024 03 08 13	2.29	9.35	14.66	316	0.2	242	2.2	12.48	312	0.5	5.93	53
2024 03 08 14	2.31	9.2	14.66	315	0.26	266	1.58	14.48	322	1.55	10.99	301
2024 03 08 15	2.33	8.85	14.66	315	0.27	260	1.61	11.01	301	1.61	15.11	324
2024 03 08 16	2.39	8.56	14.66	314	0.14	232	1.62	11.05	301	1.62	15.35	325
2024 03 08 17	2.43	8.65	13.32	313	0.0	180	1.64	11.01	300	1.64	15.66	325
2024 03 08 18	2.42	9.0	13.32	312	0.0	180	2.04	11.33	306	0.97	15.39	334
2024 03 08 19	2.41	9.34	13.32	312	0.02	90	2.12	9.93	306	0.96	15.37	334
2024 03 08 20	2.37	9.38	13.32	312	0.0	180	2.13	9.44	305	0.94	15.34	334
2024 03 08 21	2.34	9.04	13.32	314	0.1	269	2.07	9.88	306	0.93	15.31	334
2024 03 08 22	2.3	8.9	13.32	315	0.03	215	2.02	9.9	307	0.91	15.27	334
2024 03 08 23	2.23	8.86	13.32	317	0.1	263	2.13	10.64	312	0.62	4.39	53
2024 03 09 00	2.16	8.34	13.32	317	0.16	263	2.05	10.41	312	0.63	4.69	56
2024 03 09 01	2.15	7.48	13.32	316	0.32	269	1.83	12.17	316	0.85	6.67	291
2024 03 09 02	2.18	7.2	13.32	314	0.34	255	1.81	12.2	316	0.78	8.62	289
2024 03 09 03	2.21	6.63	13.32	312	0.51	261	1.77	12.28	316	0.78	8.69	289
2024 03 09 04	2.23	6.64	13.32	309	0.49	255	1.76	12.13	315	0.79	8.79	289
2024 03 09 05	2.24	7.18	13.32	308	0.33	250	1.98	11.13	309	0.88	4.7	295
2024 03 09 06	2.28	7.54	13.32	307	0.19	239	1.58	12.88	317	1.58	6.49	294
2024 03 09 07	2.3	7.67	13.32	307	0.25	248	2.24	8.55	305	0.4	5.54	65
2024 03 09 08	2.34	8.12	13.32	306	0.12	226	1.81	12.11	313	1.41	6.34	291
2024 03 09 09	2.46	8.36	13.32	305	0.18	241	1.48	12.84	321	1.23	11.32	299
2024 03 09 10	2.55	8.44	13.32	305	0.2	240	1.99	7.96	294	1.99	16.45	321
2024 03 09 11	2.59	8.46	13.32	305	0.26	248	1.99	8.17	294	1.99	15.73	320
2024 03 09 12	2.6	8.46	13.32	305	0.26	249	1.99	8.12	295	1.99	15.67	320
2024 03 09 13	2.59	8.2	13.32	305	0.36	254	1.96	8.26	295	1.96	15.37	320
2024 03 09 14	2.58	8.24	13.32	305	0.3	246	1.85	12.98	314	1.76	7.45	295
2024 03 09 15	2.58	8.4	13.32	305	0.29	253	1.86	13.01	314	1.75	7.53	296
2024 03 09 16	2.56	8.5	13.32	305	0.21	241	1.86	13.05	314	1.74	7.28	295
2024 03 09 17	2.55	8.9	13.32	305	0.01	195	1.87	13.15	314	1.72	7.0	295
2024 03 09 18	2.56	9.37	13.32	305	0.0	180	2.56	9.39	305	0.11	5.92	73
2024 03 09 19	2.57	9.94	13.32	306	0.02	195	2.56	10.02	306	0.1	5.86	73
2024 03 09 20	2.58	10.46	13.32	306	0.03	232	2.57	10.57	306	0.08	5.76	74
2024 03 09 21	2.6	10.28	14.66	307	0.18	260	2.59	10.95	307	0.07	5.63	74
2024 03 09 22	2.74	7.92	14.66	305	0.57	263	2.68	10.47	306	0.04	8.98	7
2024 03 09 23	2.88	7.27	14.66	303	0.67	251	2.61	12.26	307	1.0	4.92	297
2024 03 10 00	3.05	7.65	14.66	303	0.62	242	2.72	12.38	307	1.21	5.43	295
2024 03 10 01	3.35	7.71	14.66	302	0.89	261	1.92	15.16	314	1.9	11.2	305
2024 03 10 02	3.6	7.62	14.66	302	1.03	265	2.89	8.71	301	1.87	15.08	314
2024 03 10 03	3.9	7.54	14.66	302	1.88	285	2.91	9.34	304	1.78	15.07	314
2024 03 10 04	4.3	7.47	10.01	302	2.78	290	2.78	9.4	308	1.72	15.04	314
2024 03 10 05	4.6	7.38	10.01	301	4.06	297	1.65	14.98	315	0.92	11.73	324
2024 03 10 06	4.62	7.39	10.01	302	4.14	298	1.4	15.5	313	1.4	14.92	319
2024 03 10 07	4.54	7.36	10.01	304	4.07	299	1.78	14.09	316	0.81	10.31	332
2024 03 10 08	4.23	7.35	10.01	305	1.93	290	3.46	8.61	308	1.46	14.95	316
2024 03 10 09	3.87	7.25	9.1	306	1.87	290	2.99	8.4	311	1.58	14.63	312
2024 03 10 10	3.58	7.13	9.1	308	1.44	291	2.8	7.93	310	1.71	14.1	313
2024 03 10 11	3.28	7.08	14.66	309	1.06	286	2.6	7.46	310	2.6	21.7	314
2024 03 10 12	3.08	6.9	14.66	309	1.26	292	2.12	7.3	312	2.12	15.56	312
2024 03 10 13	2.94	6.76	13.32	309	1.23	291	2.47	8.8	317	0.99	8.66	290
2024 03 10 14	2.82	6.78	13.32	309	0.78	279	2.71	8.16	311	0.01	5.65	240
2024 03 10 15	2.84	6.54	13.32	308	1.35	291	2.49	9.0	313	0.0	7.52	242
2024 03 10 16	2.98	6.48	13.32	308	1.53	293	2.56	8.85	313	0.02	7.52	252
2024 03 10 17	3.3	6.48	13.32	306	2.65	299	1.83	13.28	315	0.27	9.1	330
2024 03 10 18	3.35	6.63	13.32	305	1.73	288	2.25	7.22	309	2.25	17.02	315
2024 03 10 19	3.32	6.8	13.32	306	1.32	282	2.36	6.98	307	2.36	18.51	316
2024 03 10 20	3.28	7.04	9.1	307	0.84	276	2.3	7.05	312	2.3	17.81	317
2024 03 10 21	3.23	7.01	9.1	308	1.17	282	2.52	7.46	310	2.52	23.86	310
2024 03 10 22	3.33	6.96	9.1	309	1.35	284	2.56	7.57	312	1.38	13.18	310
2024 03 10 23	3.34	7.06	9.1	309	1.04	281	2.73	7.44	310	1.36	13.16	311
2024 03 11 00	3.24	7.09	9.1	310	0.9	278	2.67	7.32	311	1.18	14.96	325
2024 03 11 01	3.05	7.29	9.1	311	0.63	272	1.16	14.89	325	1.09	12.33	309
2024 03 11 02	2.95	7.3	9.1	312	0.59	272	1.29	13.88	326	0.98	12.37	305
2024 03 11 03	2.89	7.12	9.1	312	0.72	275	1.27	13.84	327	0.97	12.36	306
2024 03 11 04	2.85	7.0	14.66	312	0.72	276	1.24	13.78	327	0.96	12.35	306
2024 03 11 05	2.8	6.97	13.32	312	0.71	277	1.21	13.71	327	0.94	12.34	306
2024 03 11 06	2.74	7.11	13.32	313	0.49	271	2.23	6.96	312	2.23	19.37	319
2024 03 11 07	2.7	7.25	13.32	313	0.39	268	2.22	6.91	312	2.22	19.55	319
2024 03 11 08	2.66	7.02	13.32	313	0.6	277	2.0	6.84	314	2.0	14.96	317
2024 03 11 09	2.65	6.57	13.32	313	0.88	282	1.92	6.94	315	1.92	14.69	317
2024 03 11 10	2.69	6.38	13.32	312	1.08	286	1.9	7.05	316	1.9	14.87	317
2024 03 11 11	2.71	6.3	13.32	311	1.37	290	1.77	7.25	319	1.77	14.15	317
2024 03 11 12	2.69	6.26	13.32	311	1.37	292	1.76	7.4	318	1.76	14.3	317
2024 03 11 13	2.67	6.21	13.32	312	1.46	295	1.69	7.46	320	1.69	13.98	317
2024 03 11 14	2.66	6.12	13.32	312	1.49	296	1.59	7.27	323	1.59	12.44	314
2024 03 11 15	2.6	6.09	13.32	312	1.32	294	2.24	8.33	318	0.05	6.83	261
2024 03 11 16	2.5	6.16	13.32	313	0.9	291	2.33	7.74	316	0.04	5.13	252
2024 03 11 17	2.39	6.31	13.32	314	0.54	284	2.33	7.27	315	0.03	3.86	242
2024 03 11 18	2.28	6.55	13.32	315	0.09	257	2.27	6.69	315	0.01	15.45	59
2024 03 11 19	2.17	6.81	13.32	315	0.0	180	1.89	6.49	309	1.89	29.5	322
2024 03 11 20	2.09	6.93	13.32	316	0.0	180	1.52	7.76	320	0.53	13.78	331
2024 03 11 21	2.0	7.12	12.11	316	0.03	239	1.4	8.25	317	0.51	13.77	331
2024 03 11 22	1.92	7.31	12.11	317	0.0	180	1.43	8.77	319	1.05	6.33	295
2024 03 11 23	1.85	7.42	12.11	317	0.01	247	1.4	8.86	319	1.01	6.58	296
2024 03 12 00	1.8	7.45	12.11	316	0.02	229	1.36	8.87	319	0.99	6.62	296
