Valor nulo: -9999.9		
Fecha (GMT)	Velocidad media de Corriente(m/s)	Dir. de prop. de la Corriente (0=N,90=E)
2024 04 03 09	0.185	20.88
2024 04 03 10	0.2	21.05
2024 04 03 11	0.21	22.66
2024 04 03 12	0.212	25.11
2024 04 03 13	0.206	28.3
2024 04 03 14	0.189	30.49
2024 04 03 15	0.166	31.49
2024 04 03 16	0.144	31.16
2024 04 03 17	0.126	28.39
2024 04 03 18	0.115	23.91
2024 04 03 19	0.116	17.96
2024 04 03 20	0.129	13.39
2024 04 03 21	0.149	11.61
2024 04 03 22	0.177	12.38
2024 04 03 23	0.207	14.77
2024 04 04 00	0.232	21.48
2024 04 04 01	0.24	23.47
2024 04 04 02	0.231	26.12
2024 04 04 03	0.207	29.4
2024 04 04 04	0.178	32.44
2024 04 04 05	0.152	34.83
2024 04 04 06	0.126	35.32
2024 04 04 07	0.108	32.22
2024 04 04 08	0.108	25.14
2024 04 04 09	0.121	16.78
2024 04 04 10	0.146	10.61
2024 04 04 11	0.177	7.44
2024 04 04 12	0.204	6.74
2024 04 04 13	0.215	8.8
2024 04 04 14	0.22	10.44
2024 04 04 15	0.219	11.82
2024 04 04 16	0.204	13.01
2024 04 04 17	0.175	14.51
2024 04 04 18	0.143	15.39
2024 04 04 19	0.113	15.38
2024 04 04 20	0.091	15.25
2024 04 04 21	0.08	15.06
2024 04 04 22	0.082	16.23
2024 04 04 23	0.091	17.84
2024 04 05 00	0.124	15.81
2024 04 05 01	0.137	18.69
2024 04 05 02	0.146	21.65
2024 04 05 03	0.147	23.96
2024 04 05 04	0.143	26.02
2024 04 05 05	0.141	25.48
2024 04 05 06	0.135	23.53
2024 04 05 07	0.12	23.38
2024 04 05 08	0.102	24.07
2024 04 05 09	0.096	21.8
2024 04 05 10	0.1	17.89
2024 04 05 11	0.118	14.62
2024 04 05 12	0.141	13.44
2024 04 05 13	0.163	12.75
2024 04 05 14	0.18	13.42
2024 04 05 15	0.192	14.75
2024 04 05 16	0.189	16.23
2024 04 05 17	0.173	18.12
2024 04 05 18	0.149	19.16
2024 04 05 19	0.123	19.31
2024 04 05 20	0.111	16.15
2024 04 05 21	0.107	11.83
2024 04 05 22	0.106	9.72
2024 04 05 23	0.116	9.38
2024 04 06 00	0.134	12.48
2024 04 06 01	0.142	15.89
2024 04 06 02	0.139	25.09
2024 04 06 03	0.133	34.28
2024 04 06 04	0.132	42.24
2024 04 06 05	0.13	46.86
2024 04 06 06	0.127	53.31
2024 04 06 07	0.107	61.04
2024 04 06 08	0.084	68.57
2024 04 06 09	0.069	63.43
2024 04 06 10	0.068	40.87
2024 04 06 11	0.097	20.48
2024 04 06 12	0.147	12.14
2024 04 06 13	0.214	10.2
2024 04 06 14	0.277	11.43
2024 04 06 15	0.306	13.58
2024 04 06 16	0.296	16.05
2024 04 06 17	0.255	19.21
2024 04 06 18	0.197	22.93
2024 04 06 19	0.146	27.26
2024 04 06 20	0.104	31.24
2024 04 06 21	0.078	30.83
2024 04 06 22	0.075	23.49
2024 04 06 23	0.088	17.0
2024 04 07 00	0.086	23.28
2024 04 07 01	0.108	17.1
2024 04 07 02	0.135	14.54
2024 04 07 03	0.164	13.02
2024 04 07 04	0.192	12.3
2024 04 07 05	0.21	12.05
2024 04 07 06	0.203	13.07
2024 04 07 07	0.168	15.1
2024 04 07 08	0.123	18.43
2024 04 07 09	0.076	24.88
2024 04 07 10	0.038	29.93
2024 04 07 11	0.013	17.1
2024 04 07 12	0.01	299.05
2024 04 07 13	0.02	305.21
2024 04 07 14	0.044	337.47
2024 04 07 15	0.073	349.76
2024 04 07 16	0.1	354.85
2024 04 07 17	0.119	358.07
2024 04 07 18	0.12	359.52
2024 04 07 19	0.11	1.04
2024 04 07 20	0.085	0.0
2024 04 07 21	0.061	357.18
2024 04 07 22	0.037	347.79
2024 04 07 23	0.021	334.65
2024 04 08 00	0.011	329.03
2024 04 08 01	0.014	335.22
2024 04 08 02	0.026	355.6
2024 04 08 03	0.049	3.5
2024 04 08 04	0.063	9.01
2024 04 08 05	0.071	13.84
2024 04 08 06	0.066	20.35
2024 04 08 07	0.055	29.35
2024 04 08 08	0.039	54.29
2024 04 08 09	0.044	103.09
2024 04 08 10	0.066	115.79
2024 04 08 11	0.074	115.52
2024 04 08 12	0.063	102.72
2024 04 08 13	0.069	59.74
2024 04 08 14	0.119	37.83
2024 04 08 15	0.174	31.41
2024 04 08 16	0.228	28.81
2024 04 08 17	0.269	28.08
2024 04 08 18	0.293	27.87
2024 04 08 19	0.289	28.68
2024 04 08 20	0.26	30.2
2024 04 08 21	0.217	31.64
2024 04 08 22	0.175	33.59
2024 04 08 23	0.141	34.92
2024 04 09 00	0.126	31.42
2024 04 09 01	0.127	27.57
2024 04 09 02	0.137	24.51
2024 04 09 03	0.157	21.19
2024 04 09 04	0.186	19.4
2024 04 09 05	0.21	19.37
2024 04 09 06	0.221	20.64
2024 04 09 07	0.216	22.29
2024 04 09 08	0.193	25.1
2024 04 09 09	0.156	28.69
2024 04 09 10	0.117	32.47
2024 04 09 11	0.081	36.02
2024 04 09 12	0.053	36.65
2024 04 09 13	0.041	27.18
2024 04 09 14	0.05	11.53
2024 04 09 15	0.071	7.22
2024 04 09 16	0.099	7.48
2024 04 09 17	0.128	10.34
2024 04 09 18	0.153	12.4
2024 04 09 19	0.165	15.37
2024 04 09 20	0.164	17.66
2024 04 09 21	0.148	18.79
2024 04 09 22	0.13	19.68
2024 04 09 23	0.12	18.43
2024 04 10 00	0.102	17.55
2024 04 10 01	0.099	13.89
2024 04 10 02	0.108	10.58
2024 04 10 03	0.126	9.53
2024 04 10 04	0.151	10.27
2024 04 10 05	0.176	11.43
2024 04 10 06	0.196	12.97
2024 04 10 07	0.197	15.22
2024 04 10 08	0.183	17.74
2024 04 10 09	0.158	20.72
2024 04 10 10	0.121	23.81
2024 04 10 11	0.079	24.62
2024 04 10 12	0.046	14.93
2024 04 10 13	0.04	352.87
2024 04 10 14	0.055	344.19
2024 04 10 15	0.081	346.47
2024 04 10 16	0.113	352.43
2024 04 10 17	0.147	358.05
2024 04 10 18	0.175	3.27
2024 04 10 19	0.194	7.38
2024 04 10 20	0.201	10.58
2024 04 10 21	0.19	13.67
2024 04 10 22	0.168	16.6
2024 04 10 23	0.141	18.56
2024 04 11 00	0.135	14.95
2024 04 11 01	0.122	11.76
2024 04 11 02	0.123	7.93
2024 04 11 03	0.133	5.58
2024 04 11 04	0.151	4.92
2024 04 11 05	0.17	6.04
2024 04 11 06	0.184	8.08
2024 04 11 07	0.188	9.76
2024 04 11 08	0.178	10.99
2024 04 11 09	0.157	11.73
2024 04 11 10	0.126	11.39
2024 04 11 11	0.093	8.65
2024 04 11 12	0.066	1.73
2024 04 11 13	0.05	349.79
2024 04 11 14	0.049	338.62
2024 04 11 15	0.059	337.3
2024 04 11 16	0.075	341.56
2024 04 11 17	0.095	347.27
2024 04 11 18	0.114	351.94
2024 04 11 19	0.13	356.03
2024 04 11 20	0.14	359.18
2024 04 11 21	0.14	2.04
2024 04 11 22	0.131	4.36
2024 04 11 23	0.115	6.44
2024 04 12 00	0.1	13.2
2024 04 12 01	0.078	15.44
2024 04 12 02	0.063	17.3
2024 04 12 03	0.058	17.81
2024 04 12 04	0.062	16.69
2024 04 12 05	0.075	16.26
2024 04 12 06	0.092	15.68
2024 04 12 07	0.109	17.6
2024 04 12 08	0.12	19.94
2024 04 12 09	0.124	22.65
2024 04 12 10	0.118	25.04
2024 04 12 11	0.104	28.04
2024 04 12 12	0.086	30.73
2024 04 12 13	0.067	32.98
2024 04 12 14	0.055	32.55
2024 04 12 15	0.052	27.05
2024 04 12 16	0.058	19.98
2024 04 12 17	0.072	15.94
2024 04 12 18	0.09	15.42
2024 04 12 19	0.106	15.87
2024 04 12 20	0.118	17.67
2024 04 12 21	0.123	20.33
2024 04 12 22	0.118	23.96
2024 04 12 23	0.104	29.26
2024 04 13 00	0.086	35.15
2024 04 13 01	0.066	43.78
2024 04 13 02	0.05	52.22
2024 04 13 03	0.041	49.84
2024 04 13 04	0.041	37.14
2024 04 13 05	0.05	26.05
2024 04 13 06	0.066	19.24
2024 04 13 07	0.082	16.89
2024 04 13 08	0.096	16.92
2024 04 13 09	0.101	18.97
2024 04 13 10	0.097	22.89
2024 04 13 11	0.081	30.0
2024 04 13 12	0.057	45.0
2024 04 13 13	0.037	74.47
2024 04 13 14	0.032	123.69
2024 04 13 15	0.036	154.13
2024 04 13 16	0.031	169.04
2024 04 13 17	0.017	183.36
2024 04 13 18	0.008	339.44
2024 04 13 19	0.038	358.49
2024 04 13 20	0.065	4.39
2024 04 13 21	0.084	8.9
2024 04 13 22	0.094	12.85
2024 04 13 23	0.094	17.28
2024 04 14 00	0.067	20.85
2024 04 14 01	0.054	25.14
2024 04 14 02	0.038	29.19
2024 04 14 03	0.024	31.75
2024 04 14 04	0.014	28.3
2024 04 14 05	0.009	12.52
2024 04 14 06	0.009	353.65
2024 04 14 07	0.013	351.25
2024 04 14 08	0.021	2.72
2024 04 14 09	0.029	11.68
2024 04 14 10	0.032	21.8
2024 04 14 11	0.029	39.55
2024 04 14 12	0.024	58.24
2024 04 14 13	0.018	93.17
2024 04 14 14	0.021	152.24
2024 04 14 15	0.031	178.15
2024 04 14 16	0.028	192.09
2024 04 14 17	0.025	208.61
2024 04 14 18	0.021	223.15
2024 04 14 19	0.014	278.13
2024 04 14 20	0.022	339.14
2024 04 14 21	0.032	358.21
2024 04 14 22	0.037	9.21
2024 04 14 23	0.047	13.44
2024 04 15 00	0.045	33.34
2024 04 15 01	0.034	59.03
2024 04 15 02	0.028	87.95
2024 04 15 03	0.028	126.46
2024 04 15 04	0.033	153.43
2024 04 15 05	0.037	170.78
2024 04 15 06	0.038	184.51
2024 04 15 07	0.031	198.43
2024 04 15 08	0.023	214.38
2024 04 15 09	0.013	239.74
2024 04 15 10	0.01	311.18
2024 04 15 11	0.017	349.99
2024 04 15 12	0.021	2.72
2024 04 15 13	0.019	14.74
2024 04 15 14	0.013	36.02
2024 04 15 15	0.009	66.03
2024 04 15 16	0.009	113.96
2024 04 15 17	0.012	141.34
2024 04 15 18	0.013	147.52
2024 04 15 19	0.008	135.0
2024 04 15 20	0.006	51.34
2024 04 15 21	0.023	12.26
2024 04 15 22	0.046	13.73
2024 04 15 23	0.075	16.26
2024 04 16 00	0.093	20.77
2024 04 16 01	0.105	22.2
2024 04 16 02	0.108	24.44
2024 04 16 03	0.098	28.37
2024 04 16 04	0.083	32.73
2024 04 16 05	0.065	35.63
2024 04 16 06	0.045	36.11
2024 04 16 07	0.026	31.32
2024 04 16 08	0.02	8.53
2024 04 16 09	0.029	352.14
2024 04 16 10	0.042	350.53
2024 04 16 11	0.057	352.99
2024 04 16 12	0.071	357.58
2024 04 16 13	0.076	0.75
2024 04 16 14	0.071	2.41
2024 04 16 15	0.062	4.61
2024 04 16 16	0.05	4.57
2024 04 16 17	0.027	357.87
2024 04 16 18	0.009	282.52
2024 04 16 19	0.027	231.0
2024 04 16 20	0.042	228.81
2024 04 16 21	0.049	236.63
2024 04 16 22	0.046	253.88
2024 04 16 23	0.042	280.78
2024 04 17 00	0.044	301.18
2024 04 17 01	0.045	322.12
2024 04 17 02	0.046	334.53
2024 04 17 03	0.041	340.25
2024 04 17 04	0.03	338.55
2024 04 17 05	0.015	315.0
2024 04 17 06	0.015	246.8
2024 04 17 07	0.027	220.6
2024 04 17 08	0.036	217.18
2024 04 17 09	0.038	220.76
2024 04 17 10	0.036	232.81
2024 04 17 11	0.034	249.44
2024 04 17 12	0.038	256.32
2024 04 17 13	0.046	252.34
2024 04 17 14	0.05	258.46
2024 04 17 15	0.05	268.85
2024 04 17 16	0.048	278.29
2024 04 17 17	0.046	284.93
2024 04 17 18	0.045	289.23
2024 04 17 19	0.044	288.43
2024 04 17 20	0.043	288.85
2024 04 17 21	0.043	293.02
2024 04 17 22	0.043	300.06
2024 04 17 23	0.047	314.14
2024 04 18 00	0.044	315.9
2024 04 18 01	0.05	330.39
2024 04 18 02	0.06	341.56
2024 04 18 03	0.067	349.69
2024 04 18 04	0.072	356.02
2024 04 18 05	0.072	0.0
2024 04 18 06	0.063	0.9
2024 04 18 07	0.045	353.65
2024 04 18 08	0.028	326.3
2024 04 18 09	0.026	287.74
2024 04 18 10	0.035	266.72
2024 04 18 11	0.044	268.69
2024 04 18 12	0.048	278.29
2024 04 18 13	0.052	288.77
2024 04 18 14	0.056	299.74
2024 04 18 15	0.06	311.63
2024 04 18 16	0.063	318.81
2024 04 18 17	0.064	322.59
2024 04 18 18	0.063	324.03
2024 04 18 19	0.062	323.49
2024 04 18 20	0.059	322.54
2024 04 18 21	0.054	320.19
2024 04 18 22	0.05	315.8
2024 04 18 23	0.045	311.42
2024 04 19 00	0.045	315.0
2024 04 19 01	0.047	326.97
2024 04 19 02	0.053	340.2
2024 04 19 03	0.058	351.17
2024 04 19 04	0.058	359.01
2024 04 19 05	0.053	5.38
2024 04 19 06	0.042	10.78
2024 04 19 07	0.029	17.81
2024 04 19 08	0.016	17.35
2024 04 19 09	0.007	344.05
2024 04 19 10	0.01	275.71
2024 04 19 11	0.015	288.43
2024 04 19 12	0.024	319.89
2024 04 19 13	0.041	340.25
2024 04 19 14	0.06	351.46
2024 04 19 15	0.08	357.85
2024 04 19 16	0.093	1.84
2024 04 19 17	0.101	4.52
2024 04 19 18	0.103	6.64
2024 04 19 19	0.108	7.98
2024 04 19 20	0.109	9.46
2024 04 19 21	0.109	11.61
2024 04 19 22	0.106	13.51
2024 04 19 23	0.103	15.64
2024 04 20 00	0.102	15.79
2024 04 20 01	0.103	16.32
2024 04 20 02	0.106	16.9
2024 04 20 03	0.109	16.94
2024 04 20 04	0.111	16.65
2024 04 20 05	0.109	15.94
2024 04 20 06	0.098	14.74
2024 04 20 07	0.079	13.86
2024 04 20 08	0.057	9.95
2024 04 20 09	0.036	1.59
2024 04 20 10	0.016	334.98
2024 04 20 11	0.014	265.91
2024 04 20 12	0.023	244.53
2024 04 20 13	0.028	251.56
2024 04 20 14	0.03	266.18
2024 04 20 15	0.032	284.47
2024 04 20 16	0.036	299.35
2024 04 20 17	0.038	304.5
2024 04 20 18	0.037	302.0
2024 04 20 19	0.036	292.38
2024 04 20 20	0.036	276.34
2024 04 20 21	0.038	259.56
2024 04 20 22	0.044	246.29
2024 04 20 23	0.05	237.87
2024 04 21 00	0.056	235.17
2024 04 21 01	0.056	236.59
2024 04 21 02	0.054	242.48
2024 04 21 03	0.049	252.29
2024 04 21 04	0.046	262.56
2024 04 21 05	0.045	270.0
2024 04 21 06	0.044	268.69
2024 04 21 07	0.048	257.98
2024 04 21 08	0.055	244.35
2024 04 21 09	0.068	230.94
2024 04 21 10	0.082	222.55
2024 04 21 11	0.097	218.75
2024 04 21 12	0.106	218.91
2024 04 21 13	0.106	221.18
2024 04 21 14	0.1	225.8
2024 04 21 15	0.091	232.12
2024 04 21 16	0.08	238.67
2024 04 21 17	0.074	244.47
2024 04 21 18	0.071	245.95
2024 04 21 19	0.072	242.72
2024 04 21 20	0.074	238.24
2024 04 21 21	0.076	236.72
2024 04 21 22	0.078	236.91
2024 04 21 23	0.077	238.78
2024 04 22 00	0.075	242.41
2024 04 22 01	0.072	248.05
2024 04 22 02	0.067	256.37
2024 04 22 03	0.063	268.18
2024 04 22 04	0.06	280.56
2024 04 22 05	0.058	290.89
2024 04 22 06	0.055	293.33
2024 04 22 07	0.053	284.03
2024 04 22 08	0.056	265.91
2024 04 22 09	0.067	243.43
2024 04 22 10	0.085	230.19
2024 04 22 11	0.104	225.0
2024 04 22 12	0.115	224.64
2024 04 22 13	0.114	227.12
2024 04 22 14	0.103	231.25
2024 04 22 15	0.087	238.47
2024 04 22 16	0.071	251.31
2024 04 22 17	0.059	270.0
2024 04 22 18	0.055	289.09
2024 04 22 19	0.053	302.79
2024 04 22 20	0.05	311.82
2024 04 22 21	0.048	316.68
2024 04 22 22	0.045	322.12
2024 04 22 23	0.044	328.81
2024 04 23 00	0.046	340.01
2024 04 23 01	0.053	352.47
2024 04 23 02	0.062	3.69
2024 04 23 03	0.074	11.61
2024 04 23 04	0.09	16.63
2024 04 23 05	0.108	20.43
2024 04 23 06	0.125	23.91
2024 04 23 07	0.132	28.88
2024 04 23 08	0.134	34.99
2024 04 23 09	0.132	43.46
2024 04 23 10	0.126	53.67
2024 04 23 11	0.121	63.64
2024 04 23 12	0.115	68.74
2024 04 23 13	0.108	64.85
2024 04 23 14	0.109	54.28
2024 04 23 15	0.123	42.7
2024 04 23 16	0.146	32.17
2024 04 23 17	0.172	24.63
2024 04 23 18	0.197	20.18
2024 04 23 19	0.212	18.69
2024 04 23 20	0.212	17.83
2024 04 23 21	0.199	17.79
2024 04 23 22	0.183	18.13
2024 04 23 23	0.167	19.19
2024 04 25 00	0.07	38.65
2024 04 25 01	0.064	41.85
2024 04 25 02	0.062	43.69
2024 04 25 03	0.066	43.78
2024 04 25 04	0.073	41.69
2024 04 25 05	0.083	41.12
2024 04 25 06	0.092	40.2
2024 04 25 07	0.095	40.73
2024 04 25 08	0.089	43.64
2024 04 25 09	0.077	48.67
2024 04 25 10	0.061	56.3
2024 04 25 11	0.047	67.75
2024 04 25 12	0.035	77.12
2024 04 25 13	0.03	78.69
2024 04 25 14	0.03	62.59
2024 04 25 15	0.038	43.95
2024 04 25 16	0.055	31.67
2024 04 25 17	0.075	28.61
2024 04 25 18	0.093	28.75
2024 04 25 19	0.107	32.06
2024 04 25 20	0.116	35.88
2024 04 25 21	0.113	39.28
2024 04 25 22	0.102	42.23
2024 04 25 23	0.089	44.54
2024 04 26 00	0.077	43.95
2024 04 26 01	0.071	39.28
2024 04 26 02	0.073	32.82
2024 04 26 03	0.084	27.47
2024 04 26 04	0.1	24.02
2024 04 26 05	0.118	23.32
2024 04 26 06	0.135	23.53
2024 04 26 07	0.142	23.51
2024 04 26 08	0.141	23.3
2024 04 26 09	0.129	23.19
2024 04 26 10	0.109	21.89
2024 04 26 11	0.086	18.85
2024 04 26 12	0.066	10.45
2024 04 26 13	0.06	359.04
2024 04 26 14	0.066	352.23
2024 04 26 15	0.078	351.97
2024 04 26 16	0.09	354.28
2024 04 26 17	0.101	357.16
2024 04 26 18	0.106	358.37
2024 04 26 19	0.098	351.78
2024 04 26 20	0.091	346.11
2024 04 26 21	0.085	342.2
2024 04 26 22	0.071	335.95
2024 04 26 23	0.056	325.17
2024 04 27 00	0.048	315.83
2024 04 27 01	0.042	308.23
2024 04 27 02	0.033	292.75
2024 04 27 03	0.029	262.14
2024 04 27 04	0.029	252.18
2024 04 27 05	0.023	267.51
2024 04 27 06	0.026	335.37
2024 04 27 07	0.058	9.78
2024 04 27 08	0.079	23.0
2024 04 27 09	0.086	34.61
2024 04 27 10	0.083	47.91
2024 04 27 11	0.079	62.14
2024 04 27 12	0.075	73.95
2024 04 27 13	0.064	90.89
2024 04 27 14	0.053	102.99
2024 04 27 15	0.042	103.7
2024 04 27 16	0.033	79.69
2024 04 27 17	0.043	41.3
2024 04 27 18	0.076	24.56
2024 04 27 19	0.118	20.72
2024 04 27 20	0.15	20.95
2024 04 27 21	0.167	22.43
2024 04 27 22	0.171	24.47
2024 04 27 23	0.168	26.41
2024 04 28 00	0.157	28.52
2024 04 28 01	0.141	29.64
2024 04 28 02	0.128	29.74
2024 04 28 03	0.125	27.99
2024 04 28 04	0.13	25.97
2024 04 28 05	0.14	23.46
2024 04 28 06	0.153	21.73
2024 04 28 07	0.167	21.35
2024 04 28 08	0.175	22.04
2024 04 28 09	0.177	23.24
2024 04 28 10	0.169	25.5
2024 04 28 11	0.152	28.58
2024 04 28 12	0.132	32.0
2024 04 28 13	0.11	34.69
2024 04 28 14	0.094	35.04
2024 04 28 15	0.083	31.78
2024 04 28 16	0.08	27.19
2024 04 28 17	0.088	21.31
2024 04 28 18	0.103	18.08
2024 04 28 19	0.126	16.0
2024 04 28 20	0.15	15.42
2024 04 28 21	0.167	15.61
2024 04 28 22	0.176	16.07
2024 04 28 23	0.174	17.29
2024 04 29 00	0.163	18.21
2024 04 29 01	0.145	18.8
2024 04 29 02	0.129	18.85
2024 04 29 03	0.116	17.96
2024 04 29 04	0.11	16.79
2024 04 29 05	0.113	15.38
2024 04 29 06	0.12	14.96
2024 04 29 07	0.124	15.81
2024 04 29 08	0.129	16.61
2024 04 29 09	0.13	18.29
2024 04 29 10	0.126	19.44
2024 04 29 11	0.111	22.18
2024 04 29 12	0.089	25.13
2024 04 29 13	0.069	26.56
2024 04 29 14	0.051	25.08
2024 04 29 15	0.041	18.43
2024 04 29 16	0.041	6.95
2024 04 29 17	0.05	0.0
2024 04 29 18	0.068	359.15
2024 04 29 19	0.092	3.11
2024 04 29 20	0.116	7.36
2024 04 29 21	0.137	11.71
2024 04 29 22	0.151	15.68
2024 04 29 23	0.156	18.66
2024 04 30 00	0.147	21.87
2024 04 30 01	0.134	24.65
2024 04 30 02	0.118	26.56
2024 04 30 03	0.106	26.8
2024 04 30 04	0.101	24.53
2024 04 30 05	0.104	20.68
2024 04 30 06	0.115	17.65
2024 04 30 07	0.126	17.43
2024 04 30 08	0.138	18.95
2024 04 30 09	0.148	22.23
2024 04 30 10	0.148	28.64
2024 04 30 11	0.141	32.9
2024 04 30 12	0.131	39.13
2024 04 30 13	0.121	45.66
2024 04 30 14	0.111	51.9
2024 04 30 15	0.106	51.5
2024 04 30 16	0.105	44.61
2024 04 30 17	0.113	36.36
2024 04 30 18	0.128	29.74
2024 04 30 19	0.15	25.2
2024 04 30 20	0.176	21.62
2024 04 30 21	0.205	19.93
2024 04 30 22	0.226	20.11
2024 04 30 23	0.236	21.03
2024 05 01 00	0.234	24.38
2024 05 01 01	0.226	26.45
2024 05 01 02	0.207	27.92
2024 05 01 03	0.183	28.93
2024 05 01 04	0.166	28.41
2024 05 01 05	0.154	26.56
2024 05 01 06	0.15	23.84
2024 05 01 07	0.149	21.94
2024 05 01 08	0.159	20.59
2024 05 01 09	0.171	20.12
2024 05 01 10	0.185	20.88
2024 05 01 11	0.195	22.23
2024 05 01 12	0.198	24.75
2024 05 01 13	0.195	27.08
2024 05 01 14	0.184	29.2
2024 05 01 15	0.169	30.49
2024 05 01 16	0.152	30.77
2024 05 01 17	0.137	29.74
2024 05 01 18	0.127	28.17
2024 05 01 19	0.124	25.74
2024 05 01 20	0.132	22.12
2024 05 01 21	0.147	18.18
2024 05 01 22	0.163	16.66
2024 05 01 23	0.185	15.98
2024 05 02 00	0.199	16.89
2024 05 02 01	0.202	18.43
2024 05 02 02	0.198	20.35
2024 05 02 03	0.184	22.66
2024 05 02 04	0.166	24.87
2024 05 02 05	0.149	26.56
2024 05 02 06	0.137	27.68
2024 05 02 07	0.127	27.96
2024 05 02 08	0.125	27.58
2024 05 02 09	0.127	26.96
2024 05 02 10	0.135	26.75
2024 05 02 11	0.144	26.38
2024 05 02 12	0.154	26.56
2024 05 02 13	0.162	26.72
2024 05 02 14	0.165	26.87
2024 05 02 15	0.164	26.72
2024 05 02 16	0.16	26.72
2024 05 02 17	0.153	25.89
2024 05 02 18	0.149	23.65
2024 05 02 19	0.148	19.65
2024 05 02 20	0.16	15.5
2024 05 02 21	0.176	14.11
2024 05 02 22	0.198	14.87
2024 05 02 23	0.221	16.79
2024 05 03 00	0.225	19.72
2024 05 03 01	0.226	22.36
2024 05 03 02	0.22	24.7
2024 05 03 03	0.209	27.29
2024 05 03 04	0.193	29.34
2024 05 03 05	0.177	30.46
2024 05 03 06	0.164	30.3
2024 05 03 07	0.154	28.22
2024 05 03 08	0.154	24.41
2024 05 03 09	0.167	20.27
2024 05 03 10	0.189	17.19
2024 05 03 11	0.212	15.27
2024 05 03 12	0.232	14.21
2024 05 03 13	0.246	14.09
2024 05 03 14	0.25	15.03
2024 05 03 15	0.241	16.63
2024 05 03 16	0.22	18.76
2024 05 03 17	0.191	21.08
2024 05 03 18	0.161	22.91
2024 05 03 19	0.139	23.25
2024 05 03 20	0.124	22.65
2024 05 03 21	0.124	19.74
2024 05 03 22	0.14	17.79
2024 05 03 23	0.162	17.54
2024 05 04 00	0.207	18.52
2024 05 04 01	0.225	21.32
2024 05 04 02	0.229	24.67
2024 05 04 03	0.225	28.38
2024 05 04 04	0.212	32.11
2024 05 04 05	0.197	35.53
2024 05 04 06	0.18	38.26
2024 05 04 07	0.162	39.26
2024 05 04 08	0.155	35.02
2024 05 04 09	0.162	27.82
2024 05 04 10	0.183	21.39
2024 05 04 11	0.207	17.38
2024 05 04 12	0.229	15.43
2024 05 04 13	0.242	15.29
2024 05 04 14	0.245	16.07
2024 05 04 15	0.234	18.12
2024 05 04 16	0.21	21.44
2024 05 04 17	0.181	25.43
2024 05 04 18	0.154	29.56
2024 05 04 19	0.131	31.03
2024 05 04 20	0.121	28.04
2024 05 04 21	0.126	20.87
2024 05 04 22	0.14	15.21
2024 05 04 23	0.161	12.14
2024 05 05 00	0.193	11.01
2024 05 05 01	0.23	11.01
2024 05 05 02	0.258	12.26
2024 05 05 03	0.27	13.67
2024 05 05 04	0.263	15.61
2024 05 05 05	0.24	17.9
2024 05 05 06	0.207	20.26
2024 05 05 07	0.171	22.97
2024 05 05 08	0.141	26.02
2024 05 05 09	0.122	28.23
2024 05 05 10	0.116	30.54
2024 05 05 11	0.118	32.61
2024 05 05 12	0.125	33.31
2024 05 05 13	0.133	34.28
2024 05 05 14	0.14	34.82
2024 05 05 15	0.145	34.34
2024 05 05 16	0.151	31.8
2024 05 05 17	0.156	30.33
2024 05 05 18	0.148	30.69
2024 05 05 19	0.136	31.82
2024 05 05 20	0.122	33.04
2024 05 05 21	0.11	34.26
2024 05 05 22	0.107	32.51
2024 05 05 23	0.114	29.93
2024 05 06 00	0.127	26.56
2024 05 06 01	0.146	24.63
2024 05 06 02	0.167	23.19
2024 05 06 03	0.186	22.99
2024 05 06 04	0.198	23.08
2024 05 06 05	0.201	23.64
2024 05 06 06	0.191	24.69
2024 05 06 07	0.17	27.16
2024 05 06 08	0.144	29.94
2024 05 06 09	0.119	32.36
2024 05 06 10	0.102	33.84
2024 05 06 11	0.094	32.51
2024 05 06 12	0.1	29.88
2024 05 06 13	0.116	26.56
2024 05 06 14	0.136	24.68
2024 05 06 15	0.156	23.29
2024 05 06 16	0.176	22.64
2024 05 06 17	0.188	23.15
2024 05 06 18	0.189	24.26
2024 05 06 19	0.178	25.98
2024 05 06 20	0.157	28.34
2024 05 06 21	0.139	29.69
2024 05 06 22	0.124	28.83
2024 05 06 23	0.119	26.35
2024 05 07 00	0.127	22.13
2024 05 07 01	0.142	18.81
2024 05 07 02	0.161	16.97
2024 05 07 03	0.178	16.29
2024 05 07 04	0.193	16.84
2024 05 07 05	0.201	17.62
2024 05 07 06	0.196	18.98
2024 05 07 07	0.178	20.96
2024 05 07 08	0.153	23.05
2024 05 07 09	0.126	24.74
2024 05 07 10	0.103	25.82
2024 05 07 11	0.083	24.72
2024 05 07 12	0.074	19.65
2024 05 07 13	0.079	12.29
2024 05 07 14	0.098	5.82
2024 05 07 15	0.12	3.33
2024 05 07 16	0.139	3.29
2024 05 07 17	0.149	3.45
2024 05 07 18	0.149	3.45
2024 05 07 19	0.143	3.2
2024 05 07 20	0.129	2.21
2024 05 07 21	0.108	0.53
2024 05 07 22	0.087	356.05
2024 05 07 23	0.073	349.76
2024 05 08 00	0.034	329.03
2024 05 08 01	0.049	332.4
2024 05 08 02	0.063	339.86
2024 05 08 03	0.072	345.57
2024 05 08 04	0.077	348.83
2024 05 08 05	0.077	351.86
2024 05 08 06	0.074	352.3
2024 05 08 07	0.053	342.58
2024 05 08 08	0.03	305.75
2024 05 08 09	0.042	243.43
2024 05 08 10	0.075	224.46
2024 05 08 11	0.107	220.48
