Valor nulo: -9999.9		
Fecha (GMT)	Velocidad media de Corriente(m/s)	Dir. de prop. de la Corriente (0=N,90=E)
2023 09 19 14	0.087	279.24
2023 09 19 15	0.104	293.12
2023 09 19 16	0.127	310.55
2023 09 19 17	0.161	324.83
2023 09 19 18	0.198	335.24
2023 09 19 19	0.23	343.13
2023 09 19 20	0.256	348.77
2023 09 19 21	0.261	353.41
2023 09 19 22	0.238	356.87
2023 09 19 23	0.195	0.58
2023 09 20 00	0.128	351.49
2023 09 20 01	0.071	344.6
2023 09 20 02	0.031	320.19
2023 09 20 03	0.024	253.07
2023 09 20 04	0.035	239.85
2023 09 20 05	0.041	254.62
2023 09 20 06	0.051	282.4
2023 09 20 07	0.075	303.69
2023 09 20 08	0.104	320.82
2023 09 20 09	0.132	329.18
2023 09 20 10	0.154	330.94
2023 09 20 11	0.167	326.68
2023 09 20 12	0.172	318.06
2023 09 20 13	0.18	310.94
2023 09 20 14	0.186	307.6
2023 09 20 15	0.187	308.51
2023 09 20 16	0.186	312.17
2023 09 20 17	0.182	317.66
2023 09 20 18	0.179	324.53
2023 09 20 19	0.174	334.16
2023 09 20 20	0.176	343.2
2023 09 20 21	0.182	349.55
2023 09 20 22	0.182	354.97
2023 09 20 23	0.167	0.0
2023 09 21 00	0.14	1.22
2023 09 21 01	0.099	7.48
2023 09 21 02	0.055	33.97
2023 09 21 03	0.056	96.11
2023 09 21 04	0.107	114.17
2023 09 21 05	0.172	113.15
2023 09 21 06	0.251	109.01
2023 09 21 07	0.317	106.26
2023 09 21 08	0.357	103.6
2023 09 21 09	0.391	101.48
2023 09 21 10	0.412	102.45
2023 09 21 11	0.405	105.3
2023 09 21 12	0.384	108.67
2023 09 21 13	0.374	111.29
2023 09 21 14	0.349	113.26
2023 09 21 15	0.333	113.87
2023 09 21 16	0.335	112.59
2023 09 21 17	0.346	109.89
2023 09 21 18	0.347	107.07
2023 09 21 19	0.32	104.81
2023 09 21 20	0.302	102.2
2023 09 21 21	0.298	100.63
2023 09 21 22	0.285	97.64
2023 09 21 23	0.268	97.91
2023 09 22 00	0.258	100.0
2023 09 22 01	0.26	104.46
2023 09 22 02	0.271	109.17
2023 09 22 03	0.286	111.91
2023 09 22 04	0.297	112.33
2023 09 22 05	0.304	110.99
2023 09 22 06	0.309	109.01
2023 09 22 07	0.318	107.92
2023 09 22 08	0.326	108.04
2023 09 22 09	0.32	108.37
2023 09 22 10	0.299	108.07
2023 09 22 11	0.278	107.52
2023 09 22 12	0.277	108.69
2023 09 22 13	0.292	111.47
2023 09 22 14	0.299	115.28
2023 09 22 15	0.314	118.27
2023 09 22 16	0.33	119.98
2023 09 22 17	0.351	120.2
2023 09 22 18	0.372	119.38
2023 09 22 19	0.375	117.92
2023 09 22 20	0.357	116.42
2023 09 22 21	0.323	114.5
2023 09 22 22	0.276	112.1
2023 09 22 23	0.233	110.06
2023 09 23 00	0.21	109.37
2023 09 23 01	0.194	112.07
2023 09 23 02	0.184	117.12
2023 09 23 03	0.183	123.43
2023 09 23 04	0.185	127.98
2023 09 23 05	0.181	130.08
2023 09 23 06	0.173	129.84
2023 09 23 07	0.159	128.37
2023 09 23 08	0.142	124.69
2023 09 23 09	0.121	121.2
2023 09 23 10	0.096	120.55
2023 09 23 11	0.067	132.61
2023 09 23 12	0.047	169.15
2023 09 23 13	0.059	218.21
2023 09 23 14	0.093	241.78
2023 09 23 15	0.125	253.3
2023 09 23 16	0.145	260.92
2023 09 23 17	0.155	268.52
2023 09 23 18	0.15	276.08
2023 09 23 19	0.136	284.85
2023 09 23 20	0.124	293.68
2023 09 23 21	0.119	301.29
2023 09 23 22	0.115	307.26
2023 09 23 23	0.112	311.04
2023 09 24 00	0.106	313.1
2023 09 24 01	0.096	313.74
2023 09 24 02	0.08	310.98
2023 09 24 03	0.061	304.46
2023 09 24 04	0.045	292.03
2023 09 24 05	0.036	273.17
2023 09 24 06	0.033	256.37
2023 09 24 07	0.035	250.01
2023 09 24 08	0.036	255.57
2023 09 24 09	0.04	268.56
2023 09 24 10	0.052	279.81
2023 09 24 11	0.069	283.24
2023 09 24 12	0.086	283.39
2023 09 24 13	0.096	283.74
2023 09 24 14	0.099	283.89
2023 09 24 15	0.096	283.17
2023 09 24 16	0.089	282.31
2023 09 24 17	0.078	281.73
2023 09 24 18	0.068	280.15
2023 09 24 19	0.054	275.29
2023 09 24 20	0.044	269.99
2023 09 24 21	0.04	275.71
2023 09 24 22	0.04	287.1
2023 09 24 23	0.049	304.33
2023 09 25 00	0.061	318.28
2023 09 25 01	0.076	325.68
2023 09 25 02	0.085	326.49
2023 09 25 03	0.085	324.07
2023 09 25 04	0.076	316.06
2023 09 25 05	0.064	300.96
2023 09 25 06	0.058	280.92
2023 09 25 07	0.056	263.88
2023 09 25 08	0.055	257.47
2023 09 25 09	0.059	260.38
2023 09 25 10	0.075	271.52
2023 09 25 11	0.099	282.21
2023 09 25 12	0.126	291.29
2023 09 25 13	0.154	300.7
2023 09 25 14	0.18	310.04
2023 09 25 15	0.199	317.43
2023 09 25 16	0.209	322.74
2023 09 25 17	0.205	325.92
2023 09 25 18	0.177	327.92
2023 09 25 19	0.135	328.89
2023 09 25 20	0.095	326.97
2023 09 25 21	0.062	320.19
2023 09 25 22	0.048	315.83
2023 09 25 23	0.043	325.22
2023 09 26 00	0.041	335.89
2023 09 26 01	0.037	341.56
2023 09 26 02	0.037	349.28
2023 09 26 03	0.038	356.98
2023 09 26 04	0.033	5.19
2023 09 26 05	0.018	18.43
2023 09 26 06	0.009	147.99
2023 09 26 07	0.037	184.63
2023 09 26 08	0.061	192.22
2023 09 26 09	0.077	198.9
2023 09 26 10	0.087	204.22
2023 09 26 11	0.088	215.31
2023 09 26 12	0.086	231.54
2023 09 26 13	0.095	250.99
2023 09 26 14	0.113	267.46
2023 09 26 15	0.135	282.39
2023 09 26 16	0.153	294.56
2023 09 26 17	0.164	301.08
2023 09 26 18	0.159	302.99
2023 09 26 19	0.148	300.36
2023 09 26 20	0.141	292.93
2023 09 26 21	0.144	286.05
2023 09 26 22	0.149	284.68
2023 09 26 23	0.153	288.67
2023 09 27 00	0.188	291.8
2023 09 27 01	0.191	302.6
2023 09 27 02	0.197	314.38
2023 09 27 03	0.206	324.07
2023 09 27 04	0.208	329.5
2023 09 27 05	0.197	331.22
2023 09 27 06	0.166	327.73
2023 09 27 07	0.128	316.88
2023 09 27 08	0.099	296.82
2023 09 27 09	0.094	270.6
2023 09 27 10	0.107	255.44
2023 09 27 11	0.117	255.25
2023 09 27 12	0.121	262.4
2023 09 27 13	0.122	274.68
2023 09 27 14	0.123	288.87
2023 09 27 15	0.129	304.91
2023 09 27 16	0.144	319.78
2023 09 27 17	0.159	330.38
2023 09 27 18	0.163	337.35
2023 09 27 19	0.129	340.58
2023 09 27 20	0.077	331.44
2023 09 27 21	0.058	282.84
2023 09 27 22	0.084	258.42
2023 09 27 23	0.101	255.14
2023 09 28 00	0.105	262.4
2023 09 28 01	0.099	278.04
2023 09 28 02	0.098	299.16
2023 09 28 03	0.104	321.59
2023 09 28 04	0.118	340.8
2023 09 28 05	0.126	355.46
2023 09 28 06	0.118	7.78
2023 09 28 07	0.083	17.35
2023 09 28 08	0.035	35.9
2023 09 28 09	0.025	163.73
2023 09 28 10	0.068	192.61
2023 09 28 11	0.098	207.86
2023 09 28 12	0.119	224.66
2023 09 28 13	0.126	246.26
2023 09 28 14	0.131	271.31
2023 09 28 15	0.141	299.09
2023 09 28 16	0.162	323.76
2023 09 28 17	0.187	342.33
2023 09 28 18	0.205	354.98
2023 09 28 19	0.193	4.44
2023 09 28 20	0.136	18.3
2023 09 28 21	0.074	48.81
2023 09 28 22	0.061	108.13
2023 09 28 23	0.087	136.39
2023 09 29 00	0.103	146.46
2023 09 29 01	0.1	148.05
2023 09 29 02	0.081	143.97
2023 09 29 03	0.06	126.86
2023 09 29 04	0.05	87.7
2023 09 29 05	0.072	57.4
2023 09 29 06	0.096	51.7
2023 09 29 07	0.1	59.62
2023 09 29 08	0.086	79.33
2023 09 29 09	0.076	113.88
2023 09 29 10	0.085	149.83
2023 09 29 11	0.105	172.4
2023 09 29 12	0.108	185.81
2023 09 29 13	0.085	198.43
2023 09 29 14	0.052	226.54
2023 09 29 15	0.046	295.46
2023 09 29 16	0.086	333.13
2023 09 29 17	0.132	346.48
2023 09 29 18	0.172	352.33
2023 09 29 19	0.191	356.4
2023 09 29 20	0.177	359.02
2023 09 29 21	0.134	357.86
2023 09 29 22	0.085	349.87
2023 09 29 23	0.058	339.1
2023 09 30 00	0.048	339.3
2023 09 30 01	0.05	349.79
2023 09 30 02	0.064	0.89
2023 09 30 03	0.085	5.37
2023 09 30 04	0.11	3.64
2023 09 30 05	0.141	359.59
2023 09 30 06	0.168	356.93
2023 09 30 07	0.178	355.18
2023 09 30 08	0.163	351.91
2023 09 30 09	0.133	342.1
2023 09 30 10	0.11	323.13
2023 09 30 11	0.107	302.06
2023 09 30 12	0.114	292.54
2023 09 30 13	0.121	295.93
2023 09 30 14	0.127	307.04
2023 09 30 15	0.143	321.21
2023 09 30 16	0.17	332.38
2023 09 30 17	0.205	339.8
2023 09 30 18	0.236	345.31
2023 09 30 19	0.244	350.8
2023 09 30 20	0.224	355.15
2023 09 30 21	0.182	0.0
2023 09 30 22	0.127	4.95
2023 09 30 23	0.072	11.15
2023 10 01 00	0.024	24.44
2023 10 01 01	0.017	141.84
2023 10 01 02	0.05	167.34
2023 10 01 03	0.059	175.15
2023 10 01 04	0.051	188.91
2023 10 01 05	0.025	205.55
2023 10 01 06	0.023	320.19
2023 10 01 07	0.053	352.47
2023 10 01 08	0.059	5.8
2023 10 01 09	0.03	35.75
2023 10 01 10	0.036	157.61
2023 10 01 11	0.097	182.95
2023 10 01 12	0.146	192.99
2023 10 01 13	0.173	201.98
2023 10 01 14	0.184	211.44
2023 10 01 15	0.183	224.55
2023 10 01 16	0.181	242.44
2023 10 01 17	0.182	265.28
2023 10 01 18	0.191	290.52
2023 10 01 19	0.21	313.07
2023 10 01 20	0.219	327.1
2023 10 01 21	0.201	335.08
2023 10 01 22	0.162	335.64
2023 10 01 23	0.118	326.3
2023 10 02 00	0.09	305.09
2023 10 02 01	0.091	284.48
2023 10 02 02	0.103	279.46
2023 10 02 03	0.112	284.4
2023 10 02 04	0.12	295.07
2023 10 02 05	0.131	308.18
2023 10 02 06	0.145	321.4
2023 10 02 07	0.156	334.58
2023 10 02 08	0.148	349.14
2023 10 02 09	0.113	8.63
2023 10 02 10	0.065	53.13
2023 10 02 11	0.088	122.96
2023 10 02 12	0.138	146.76
2023 10 02 13	0.152	159.66
2023 10 02 14	0.138	170.46
2023 10 02 15	0.115	178.5
2023 10 02 16	0.081	188.42
2023 10 02 17	0.041	223.02
2023 10 02 18	0.051	317.35
2023 10 02 19	0.096	347.4
2023 10 02 20	0.121	4.25
2023 10 02 21	0.123	19.9
2023 10 02 22	0.104	43.05
2023 10 02 23	0.084	77.76
2023 10 03 00	0.085	114.77
2023 10 03 01	0.111	131.71
2023 10 03 02	0.135	136.49
2023 10 03 03	0.138	136.16
2023 10 03 04	0.146	128.9
2023 10 03 05	0.166	118.41
2023 10 03 06	0.189	109.1
2023 10 03 07	0.199	100.97
2023 10 03 08	0.203	94.5
2023 10 03 09	0.202	93.96
2023 10 03 10	0.192	102.01
2023 10 03 11	0.178	119.14
2023 10 03 12	0.173	139.43
2023 10 03 13	0.166	155.44
2023 10 03 14	0.144	167.98
2023 10 03 15	0.106	180.54
2023 10 03 16	0.06	200.22
2023 10 03 17	0.036	263.65
2023 10 03 18	0.067	313.19
2023 10 03 19	0.113	325.04
2023 10 03 20	0.156	328.84
2023 10 03 21	0.187	328.77
2023 10 03 22	0.194	324.83
2023 10 03 23	0.192	315.42
2023 10 04 00	0.161	294.5
2023 10 04 01	0.186	288.72
2023 10 04 02	0.203	286.29
2023 10 04 03	0.221	286.55
2023 10 04 04	0.236	290.81
2023 10 04 05	0.249	295.94
2023 10 04 06	0.268	301.62
2023 10 04 07	0.287	307.22
2023 10 04 08	0.292	312.08
2023 10 04 09	0.293	314.86
2023 10 04 10	0.289	314.16
2023 10 04 11	0.28	309.36
2023 10 04 12	0.279	301.52
2023 10 04 13	0.284	294.49
2023 10 04 14	0.297	290.26
2023 10 04 15	0.313	289.93
2023 10 04 16	0.321	292.49
2023 10 04 17	0.317	296.96
2023 10 04 18	0.316	302.48
2023 10 04 19	0.317	308.99
2023 10 04 20	0.316	316.27
2023 10 04 21	0.303	323.31
2023 10 04 22	0.275	328.5
2023 10 04 23	0.241	328.87
2023 10 05 00	0.205	322.9
2023 10 05 01	0.175	314.53
2023 10 05 02	0.15	304.74
2023 10 05 03	0.134	297.89
2023 10 05 04	0.123	292.4
2023 10 05 05	0.113	291.14
2023 10 05 06	0.103	291.59
2023 10 05 07	0.101	297.57
2023 10 05 08	0.107	306.65
2023 10 05 09	0.123	313.02
2023 10 05 10	0.14	313.56
2023 10 05 11	0.15	309.07
2023 10 05 12	0.16	302.79
2023 10 05 13	0.166	298.41
2023 10 05 14	0.171	297.01
2023 10 05 15	0.184	298.09
2023 10 05 16	0.2	301.55
2023 10 05 17	0.205	305.69
2023 10 05 18	0.193	309.95
2023 10 05 19	0.167	316.69
2023 10 05 20	0.146	326.41
2023 10 05 21	0.127	337.44
2023 10 05 22	0.116	346.08
2023 10 05 23	0.101	353.78
2023 10 06 00	0.074	0.77
2023 10 06 01	0.037	9.21
2023 10 06 02	0.003	90.0
2023 10 06 03	0.031	190.95
2023 10 06 04	0.055	207.03
2023 10 06 05	0.073	221.69
2023 10 06 06	0.092	237.86
2023 10 06 07	0.102	253.51
2023 10 06 08	0.11	269.47
2023 10 06 09	0.117	284.27
2023 10 06 10	0.122	296.56
2023 10 06 11	0.128	303.93
2023 10 06 12	0.134	305.93
2023 10 06 13	0.146	304.12
2023 10 06 14	0.155	300.52
2023 10 06 15	0.146	299.01
2023 10 06 16	0.146	297.26
2023 10 06 17	0.157	296.4
2023 10 06 18	0.166	296.71
2023 10 06 19	0.164	298.74
2023 10 06 20	0.161	301.02
2023 10 06 21	0.163	303.78
2023 10 06 22	0.177	305.38
2023 10 06 23	0.193	306.57
2023 10 07 00	0.201	309.14
2023 10 07 01	0.203	310.41
2023 10 07 02	0.205	310.44
2023 10 07 03	0.205	310.26
2023 10 07 04	0.199	309.51
2023 10 07 05	0.188	307.66
2023 10 07 06	0.173	305.15
2023 10 07 07	0.163	303.49
2023 10 07 08	0.156	305.91
2023 10 07 09	0.153	308.36
2023 10 07 10	0.149	309.31
2023 10 07 11	0.146	308.9
2023 10 07 12	0.147	307.25
2023 10 07 13	0.144	305.99
2023 10 07 14	0.143	304.24
2023 10 07 15	0.146	301.29
2023 10 07 16	0.151	297.91
2023 10 07 17	0.151	294.53
2023 10 07 18	0.147	290.28
2023 10 07 19	0.139	285.83
2023 10 07 20	0.131	282.76
2023 10 07 21	0.123	282.57
2023 10 07 22	0.116	285.94
2023 10 07 23	0.11	291.22
2023 10 08 00	0.108	295.14
2023 10 08 01	0.101	298.33
2023 10 08 02	0.09	298.25
2023 10 08 03	0.078	293.29
2023 10 08 04	0.069	281.63
2023 10 08 05	0.071	267.58
2023 10 08 06	0.081	256.47
2023 10 08 07	0.093	251.37
2023 10 08 08	0.105	253.45
2023 10 08 09	0.116	261.1
2023 10 08 10	0.128	270.89
2023 10 08 11	0.138	279.53
2023 10 08 12	0.147	286.58
2023 10 08 13	0.154	292.9
2023 10 08 14	0.164	297.18
2023 10 08 15	0.174	299.5
2023 10 08 16	0.185	299.74
2023 10 08 17	0.186	298.48
2023 10 08 18	0.18	296.99
2023 10 08 19	0.165	294.7
2023 10 08 20	0.143	292.61
2023 10 08 21	0.122	289.62
2023 10 08 22	0.111	287.78
2023 10 08 23	0.099	288.79
2023 10 09 00	0.072	294.44
2023 10 09 01	0.055	299.35
2023 10 09 02	0.044	302.27
2023 10 09 03	0.04	296.56
2023 10 09 04	0.04	285.75
2023 10 09 05	0.052	273.3
2023 10 09 06	0.068	259.01
2023 10 09 07	0.089	252.37
2023 10 09 08	0.102	251.21
2023 10 09 09	0.109	255.7
2023 10 09 10	0.118	263.71
2023 10 09 11	0.137	272.09
2023 10 09 12	0.158	278.69
2023 10 09 13	0.168	286.92
2023 10 09 14	0.165	295.79
2023 10 09 15	0.177	302.07
2023 10 09 16	0.178	306.35
2023 10 09 17	0.174	308.24
2023 10 09 18	0.166	305.97
2023 10 09 19	0.153	299.23
2023 10 09 20	0.141	291.12
2023 10 09 21	0.134	285.06
2023 10 09 22	0.13	282.43
2023 10 09 23	0.121	283.34
2023 10 10 00	0.11	288.43
2023 10 10 01	0.097	296.3
2023 10 10 02	0.086	306.07
2023 10 10 03	0.08	314.99
2023 10 10 04	0.074	317.72
2023 10 10 05	0.063	311.18
2023 10 10 06	0.057	290.32
2023 10 10 07	0.063	266.36
2023 10 10 08	0.078	255.25
2023 10 10 09	0.095	253.64
2023 10 10 10	0.114	258.39
2023 10 10 11	0.137	265.82
2023 10 10 12	0.155	274.05
2023 10 10 13	0.17	282.89
2023 10 10 14	0.183	292.38
2023 10 10 15	0.192	300.96
2023 10 10 16	0.201	307.55
2023 10 10 17	0.199	311.13
2023 10 10 18	0.18	311.18
2023 10 10 19	0.154	305.53
2023 10 10 20	0.13	296.95
2023 10 10 21	0.11	287.94
2023 10 10 22	0.097	280.61
2023 10 10 23	0.087	279.24
2023 10 11 00	0.09	292.03
2023 10 11 01	0.085	299.57
2023 10 11 02	0.085	306.86
2023 10 11 03	0.087	313.6
2023 10 11 04	0.09	316.78
2023 10 11 05	0.089	315.9
2023 10 11 06	0.082	306.59
2023 10 11 07	0.082	286.23
2023 10 11 08	0.096	269.4
2023 10 11 09	0.107	264.66
2023 10 11 10	0.116	266.54
2023 10 11 11	0.12	271.43
2023 10 11 12	0.122	278.46
2023 10 11 13	0.12	288.88
2023 10 11 14	0.12	301.45
2023 10 11 15	0.121	313.0
2023 10 11 16	0.116	321.95
2023 10 11 17	0.096	327.3
2023 10 11 18	0.06	325.78
2023 10 11 19	0.03	289.02
2023 10 11 20	0.037	251.07
2023 10 11 21	0.057	232.73
2023 10 11 22	0.071	238.07
2023 10 11 23	0.08	248.19
2023 10 12 00	0.088	261.59
2023 10 12 01	0.093	275.52
2023 10 12 02	0.097	291.03
2023 10 12 03	0.103	305.53
2023 10 12 04	0.106	316.89
2023 10 12 05	0.103	322.46
2023 10 12 06	0.088	321.44
2023 10 12 07	0.069	305.05
2023 10 12 08	0.068	280.15
2023 10 12 09	0.086	268.0
2023 10 12 10	0.11	268.43
2023 10 12 11	0.132	273.9
2023 10 12 12	0.15	280.71
2023 10 12 13	0.168	290.91
2023 10 12 14	0.19	301.94
2023 10 12 15	0.207	311.67
2023 10 12 16	0.226	319.12
2023 10 12 17	0.24	323.79
2023 10 12 18	0.234	326.1
2023 10 12 19	0.198	327.99
2023 10 12 20	0.145	330.25
2023 10 12 21	0.088	337.47
2023 10 12 22	0.036	344.05
2023 10 12 23	0.009	327.99
2023 10 13 00	0.006	218.65
2023 10 13 01	0.009	220.6
2023 10 13 02	0.009	257.47
2023 10 13 03	0.017	310.23
2023 10 13 04	0.035	329.85
2023 10 13 05	0.054	337.21
2023 10 13 06	0.054	338.58
2023 10 13 07	0.032	328.73
2023 10 13 08	0.021	254.05
2023 10 13 09	0.046	215.39
2023 10 13 10	0.066	206.95
2023 10 13 11	0.075	198.43
2023 10 13 12	0.074	186.93
2023 10 13 13	0.066	168.69
2023 10 13 14	0.062	142.76
2023 10 13 15	0.064	115.76
2023 10 13 16	0.081	94.23
2023 10 13 17	0.105	86.72
2023 10 13 18	0.115	87.01
2023 10 13 19	0.111	94.12
2023 10 13 20	0.127	109.29
2023 10 13 21	0.136	121.25
2023 10 13 22	0.133	130.13
2023 10 13 23	0.126	134.67
2023 10 14 00	0.124	132.39
2023 10 14 01	0.114	127.56
2023 10 14 02	0.097	118.94
2023 10 14 03	0.075	106.04
2023 10 14 04	0.053	82.47
2023 10 14 05	0.043	45.93
2023 10 14 06	0.041	16.69
2023 10 14 07	0.03	354.28
2023 10 14 08	0.017	280.0
2023 10 14 09	0.041	226.97
2023 10 14 10	0.067	217.2
2023 10 14 11	0.086	214.61
2023 10 14 12	0.092	216.62
2023 10 14 13	0.084	227.86
2023 10 14 14	0.076	248.47
2023 10 14 15	0.08	275.71
2023 10 14 16	0.101	297.57
2023 10 14 17	0.124	309.45
2023 10 14 18	0.135	314.7
2023 10 14 19	0.128	312.78
2023 10 14 20	0.117	303.14
2023 10 14 21	0.117	287.35
2023 10 14 22	0.125	275.93
2023 10 14 23	0.135	271.69
2023 10 15 00	0.141	272.43
2023 10 15 01	0.138	278.3
2023 10 15 02	0.142	286.27
2023 10 15 03	0.159	295.27
2023 10 15 04	0.186	302.07
2023 10 15 05	0.218	307.55
2023 10 15 06	0.241	310.8
2023 10 15 07	0.249	310.12
2023 10 15 08	0.243	304.79
2023 10 15 09	0.237	295.38
2023 10 15 10	0.247	285.94
2023 10 15 11	0.267	281.43
2023 10 15 12	0.293	281.19
2023 10 15 13	0.312	284.25
2023 10 15 14	0.318	288.09
2023 10 15 15	0.324	292.29
2023 10 15 16	0.331	296.1
2023 10 15 17	0.341	300.01
2023 10 15 18	0.349	304.14
2023 10 15 19	0.344	307.8
2023 10 15 20	0.318	309.52
2023 10 15 21	0.28	308.05
2023 10 15 22	0.243	304.27
2023 10 15 23	0.214	300.27
2023 10 16 00	0.193	297.09
2023 10 16 01	0.179	294.7
2023 10 16 02	0.161	290.22
2023 10 16 03	0.148	289.29
2023 10 16 04	0.139	296.01
2023 10 16 05	0.138	308.27
2023 10 16 06	0.146	319.99
2023 10 16 07	0.148	328.77
2023 10 16 08	0.141	331.8
2023 10 16 09	0.123	325.92
2023 10 16 10	0.109	310.54
2023 10 16 11	0.117	292.61
2023 10 16 12	0.138	284.23
2023 10 16 13	0.159	285.25
2023 10 16 14	0.172	291.06
2023 10 16 15	0.18	299.11
2023 10 16 16	0.191	307.76
2023 10 16 17	0.203	316.59
2023 10 16 18	0.212	325.56
2023 10 16 19	0.208	335.28
2023 10 16 20	0.192	343.72
2023 10 16 21	0.159	347.35
2023 10 16 22	0.117	342.18
2023 10 16 23	0.082	325.92
2023 10 17 00	0.064	309.35
2023 10 17 01	0.065	287.87
2023 10 17 02	0.076	277.49
2023 10 17 03	0.084	280.24
2023 10 17 04	0.089	292.27
2023 10 17 05	0.101	306.98
2023 10 17 06	0.117	320.5
2023 10 17 07	0.136	331.18
2023 10 17 08	0.144	337.16
2023 10 17 09	0.135	339.69
2023 10 17 10	0.112	335.93
2023 10 17 11	0.09	321.73
2023 10 17 12	0.086	303.69
2023 10 17 13	0.097	294.73
2023 10 17 14	0.126	296.36
2023 10 17 15	0.15	302.2
2023 10 17 16	0.166	309.41
2023 10 17 17	0.184	316.97
2023 10 17 18	0.202	322.22
2023 10 17 19	0.211	327.13
2023 10 17 20	0.211	331.49
2023 10 17 21	0.182	336.38
2023 10 17 22	0.127	343.12
2023 10 17 23	0.064	343.81
2023 10 18 00	0.029	256.42
2023 10 18 01	0.038	191.88
2023 10 18 02	0.064	161.0
2023 10 18 03	0.099	142.78
2023 10 18 04	0.132	128.25
2023 10 18 05	0.164	116.72
2023 10 18 06	0.196	105.94
2023 10 18 07	0.218	98.16
2023 10 18 08	0.254	95.86
2023 10 18 09	0.299	99.61
2023 10 18 10	0.341	106.52
2023 10 18 11	0.37	114.07
2023 10 18 12	0.375	120.59
2023 10 18 13	0.349	124.73
2023 10 18 14	0.307	125.08
2023 10 18 15	0.262	123.5
2023 10 18 16	0.195	116.04
2023 10 18 17	0.138	95.38
2023 10 18 18	0.126	65.25
2023 10 18 19	0.153	48.7
2023 10 18 20	0.176	41.09
2023 10 18 21	0.18	41.18
2023 10 18 22	0.191	48.16
2023 10 18 23	0.185	63.43
2023 10 19 00	0.183	81.2
2023 10 19 01	0.209	94.92
2023 10 19 02	0.253	104.85
2023 10 19 03	0.295	108.37
2023 10 19 04	0.305	107.54
2023 10 19 05	0.281	105.46
2023 10 19 06	0.24	102.01
2023 10 19 07	0.208	99.96
2023 10 19 08	0.186	97.08
2023 10 19 09	0.171	96.37
2023 10 19 10	0.165	99.4
2023 10 19 11	0.171	106.63
2023 10 19 12	0.195	116.69
2023 10 19 13	0.228	124.1
2023 10 19 14	0.26	127.35
2023 10 19 15	0.286	127.47
2023 10 19 16	0.302	126.11
2023 10 19 17	0.308	124.3
2023 10 19 18	0.311	122.41
2023 10 19 19	0.319	118.16
2023 10 19 20	0.305	111.27
2023 10 19 21	0.276	108.56
2023 10 19 22	0.253	108.86
2023 10 19 23	0.256	105.82
2023 10 20 00	0.292	105.27
2023 10 20 01	0.338	107.2
2023 10 20 02	0.36	111.15
2023 10 20 03	0.383	112.35
2023 10 20 04	0.421	110.96
2023 10 20 05	0.459	109.06
2023 10 20 06	0.484	107.16
2023 10 20 07	0.49	105.73
2023 10 20 08	0.48	104.47
2023 10 20 09	0.466	103.38
2023 10 20 10	0.444	103.53
2023 10 20 11	0.427	104.91
2023 10 20 12	0.42	107.14
2023 10 20 13	0.419	109.77
2023 10 20 14	0.408	111.85
2023 10 20 15	0.405	112.45
2023 10 20 16	0.394	112.2
2023 10 20 17	0.381	111.04
2023 10 20 18	0.359	109.99
2023 10 20 19	0.332	109.3
2023 10 20 20	0.302	107.47
2023 10 20 21	0.269	105.27
2023 10 20 22	0.231	103.73
2023 10 20 23	0.196	102.05
2023 10 21 00	0.165	101.51
2023 10 21 01	0.141	104.33
2023 10 21 02	0.126	108.86
2023 10 21 03	0.116	111.07
2023 10 21 04	0.107	108.43
2023 10 21 05	0.096	102.01
2023 10 21 06	0.088	91.3
2023 10 21 07	0.087	80.1
2023 10 21 08	0.091	71.56
2023 10 21 09	0.1	69.04
2023 10 21 10	0.108	69.56
2023 10 21 11	0.11	74.83
2023 10 21 12	0.113	84.44
2023 10 21 13	0.115	95.46
2023 10 21 14	0.115	106.55
2023 10 21 15	0.119	114.84
2023 10 21 16	0.123	119.05
2023 10 21 17	0.13	117.94
2023 10 21 18	0.121	113.19
2023 10 21 19	0.083	103.86
2023 10 21 20	0.049	86.49
2023 10 21 21	0.031	46.27
2023 10 21 22	0.041	4.18
2023 10 21 23	0.055	342.21
2023 10 22 00	0.067	326.54
2023 10 22 01	0.072	313.33
2023 10 22 02	0.075	299.27
2023 10 22 03	0.076	285.84
2023 10 22 04	0.078	277.3
2023 10 22 05	0.078	274.39
2023 10 22 06	0.08	277.82
2023 10 22 07	0.08	282.99
2023 10 22 08	0.08	290.22
2023 10 22 09	0.092	297.12
2023 10 22 10	0.112	301.13
2023 10 22 11	0.137	302.53
2023 10 22 12	0.164	301.85
2023 10 22 13	0.185	301.8
2023 10 22 14	0.197	301.11
2023 10 22 15	0.197	299.02
2023 10 22 16	0.19	296.16
2023 10 22 17	0.176	292.64
2023 10 22 18	0.159	288.66
2023 10 22 19	0.142	285.89
2023 10 22 20	0.122	288.58
2023 10 22 21	0.103	295.82
2023 10 22 22	0.092	304.38
2023 10 22 23	0.087	315.92
2023 10 23 00	0.086	327.22
2023 10 23 01	0.08	332.47
2023 10 23 02	0.069	336.37
2023 10 23 03	0.053	340.2
2023 10 23 04	0.029	337.83
2023 10 23 05	0.007	326.3
2023 10 23 06	0.01	123.69
2023 10 23 07	0.03	117.4
2023 10 23 08	0.049	109.88
2023 10 23 09	0.071	104.62
2023 10 23 10	0.086	101.95
2023 10 23 11	0.101	97.89
2023 10 23 12	0.115	94.96
2023 10 23 13	0.122	91.4
2023 10 23 14	0.119	90.48
2023 10 23 15	0.107	93.74
2023 10 23 16	0.09	101.43
