Valor nulo: -9999.9												
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)
2020 06 28 14	0.72	5.86	8.27	324	0.0	180	0.72	5.91	324	0.01	14.42	79
2020 06 28 15	0.71	5.84	8.27	324	0.0	180	0.71	5.84	324	0.01	14.42	79
2020 06 28 16	0.7	5.79	8.27	324	0.0	180	0.7	5.79	324	0.01	14.42	79
2020 06 28 17	0.74	5.49	8.27	323	0.05	288	0.74	5.78	323	0.01	14.42	79
2020 06 28 18	0.87	5.17	8.27	322	0.06	284	0.87	5.41	322	0.01	14.42	79
2020 06 28 19	0.93	4.89	8.27	321	0.15	295	0.68	4.57	315	0.68	8.7	330
2020 06 28 20	0.91	4.67	8.27	321	0.17	293	0.89	5.34	322	0.01	14.44	79
2020 06 28 21	0.88	4.62	8.27	322	0.13	288	0.87	5.13	322	0.01	14.44	79
2020 06 28 22	0.85	4.65	8.27	323	0.11	291	0.62	7.62	327	0.56	3.92	318
2020 06 28 23	0.82	4.71	8.27	324	0.08	288	0.81	5.03	324	0.01	1.98	261
2020 06 29 00	0.79	4.82	8.27	325	0.0	180	0.79	4.82	325	0.01	14.44	79
2020 06 29 01	0.78	4.8	8.27	326	0.09	300	0.77	5.28	327	0.01	2.17	272
2020 06 29 02	0.76	4.93	8.27	328	0.0	180	0.68	4.52	322	0.35	9.13	347
2020 06 29 03	0.76	5.03	8.27	329	0.0	180	0.67	4.6	323	0.35	9.11	347
2020 06 29 04	0.75	5.1	8.27	329	0.0	180	0.59	5.45	340	0.46	4.63	311
2020 06 29 05	0.75	5.17	8.27	330	0.0	180	0.6	5.5	341	0.45	4.71	312
2020 06 29 06	0.75	5.24	8.27	331	0.0	180	0.75	5.24	331	0.01	14.42	79
2020 06 29 07	0.75	5.29	8.27	331	0.0	180	0.75	5.29	331	0.01	14.42	79
2020 06 29 08	0.75	5.33	8.27	332	0.0	180	0.75	5.33	332	0.01	14.42	79
2020 06 29 09	0.75	5.37	8.27	332	0.0	180	0.74	5.36	332	0.01	14.44	79
2020 06 29 10	0.75	5.41	8.27	333	0.0	180	0.75	5.41	333	0.01	14.44	79
2020 06 29 11	0.75	5.46	8.27	333	0.0	180	0.75	5.46	333	0.01	14.41	80
2020 06 29 12	0.75	5.53	8.27	334	0.0	180	0.75	5.53	334	0.01	15.7	81
2020 06 29 13	0.76	5.61	8.27	335	0.0	180	0.76	5.61	335	0.01	15.7	81
2020 06 29 14	0.78	5.72	8.27	336	0.0	180	0.78	5.72	336	0.01	15.87	81
2020 06 29 15	0.8	5.87	8.27	337	0.0	180	0.73	5.46	333	0.27	10.36	346
2020 06 29 16	0.84	6.06	8.27	338	0.0	180	0.71	5.42	332	0.71	17.05	353
2020 06 29 17	0.89	6.3	11.01	340	0.0	180	0.72	5.47	332	0.72	15.05	354
2020 06 29 18	0.94	6.55	11.01	341	0.0	180	0.73	5.53	333	0.73	13.35	354
2020 06 29 19	1.0	6.82	11.01	343	0.0	180	0.74	5.59	333	0.74	11.97	354
2020 06 29 20	1.06	7.07	11.01	344	0.0	180	0.77	10.69	353	0.72	5.52	333
2020 06 29 21	1.11	7.29	11.01	345	0.0	180	0.87	10.52	353	0.69	5.42	331
2020 06 29 22	1.16	7.49	11.01	346	0.0	180	1.16	7.49	346	0.0	21.53	78
2020 06 29 23	1.2	7.66	11.01	346	0.0	180	1.2	7.66	346	0.0	21.53	78
2020 06 30 00	1.23	7.8	11.01	346	0.0	180	1.23	7.8	346	0.0	21.53	78
2020 06 30 01	1.26	7.91	11.01	347	0.0	180	1.26	7.91	347	0.0	21.53	78
2020 06 30 02	1.28	7.99	11.01	347	0.0	180	1.28	7.99	347	0.0	21.53	78
2020 06 30 03	1.29	8.06	11.01	347	0.0	180	1.29	8.06	347	0.0	21.61	79
2020 06 30 04	1.29	8.1	11.01	347	0.0	180	1.29	8.1	347	0.0	21.61	79
2020 06 30 05	1.29	8.13	11.01	347	0.0	180	1.29	8.13	347	0.0	21.61	79
2020 06 30 06	1.28	8.15	11.01	347	0.0	180	1.28	8.15	347	0.0	21.61	79
2020 06 30 07	1.27	8.17	11.01	347	0.0	180	1.27	8.17	347	0.0	21.61	79
2020 06 30 08	1.26	8.17	11.01	347	0.0	180	1.26	8.17	347	0.0	21.53	78
2020 06 30 09	1.25	8.18	11.01	347	0.0	180	1.25	8.18	347	0.0	21.53	78
2020 06 30 10	1.25	8.18	11.01	347	0.0	180	1.25	8.18	347	0.0	21.53	78
2020 06 30 11	1.26	8.17	11.01	347	0.0	180	1.26	8.17	347	0.0	21.53	78
2020 06 30 12	1.26	8.14	11.01	347	0.0	180	1.26	8.14	347	0.0	21.53	78
2020 06 30 13	1.25	8.1	11.01	346	0.0	180	1.25	8.1	346	0.01	20.66	79
2020 06 30 14	1.23	8.05	11.01	346	0.0	180	1.23	8.05	346	0.01	20.66	79
2020 06 30 15	1.22	8.0	11.01	346	0.0	180	1.22	8.0	346	0.01	20.66	79
2020 06 30 16	1.2	7.96	11.01	345	0.0	180	1.2	7.96	345	0.01	20.66	79
2020 06 30 17	1.18	7.92	11.01	345	0.0	180	1.18	7.92	345	0.01	20.48	79
2020 06 30 18	1.15	7.87	11.01	345	0.0	180	1.15	7.87	345	0.01	20.48	79
2020 06 30 19	1.13	7.83	11.01	345	0.0	180	1.13	7.83	345	0.01	20.48	79
2020 06 30 20	1.11	7.78	11.01	344	0.0	180	1.11	7.78	344	0.01	20.48	79
2020 06 30 21	1.09	7.73	11.01	344	0.0	180	1.09	7.74	344	0.01	19.65	79
2020 06 30 22	1.07	7.68	11.01	344	0.0	180	1.07	7.68	344	0.01	19.65	79
2020 06 30 23	1.05	7.61	11.01	343	0.0	180	0.77	6.5	331	0.77	11.19	357
2020 07 01 00	1.02	7.53	11.01	343	0.0	180	0.76	6.5	331	0.76	11.61	358
2020 07 01 01	1.0	7.45	10.01	342	0.0	180	0.92	7.15	338	0.39	11.38	4
2020 07 01 02	0.98	7.36	10.01	342	0.0	180	0.98	7.44	342	0.02	3.79	82
2020 07 01 03	0.96	7.28	10.01	342	0.0	180	0.96	7.37	341	0.05	2.39	82
2020 07 01 04	0.94	7.21	10.01	341	0.0	180	0.94	7.32	341	0.06	2.51	82
2020 07 01 05	0.93	7.16	10.01	341	0.0	180	0.92	7.28	341	0.06	2.59	82
2020 07 01 06	0.92	7.11	10.01	340	0.0	180	0.91	7.26	340	0.07	2.6	82
2020 07 01 07	0.91	7.07	10.01	340	0.0	180	0.9	7.38	340	0.07	2.62	82
2020 07 01 08	0.9	6.86	10.01	340	0.0	180	0.9	7.21	339	0.07	2.61	82
2020 07 01 09	0.9	6.48	10.01	339	0.0	180	0.89	7.36	339	0.07	2.58	82
2020 07 01 10	0.89	6.37	10.01	338	0.0	180	0.89	6.46	338	0.06	2.61	82
2020 07 01 11	0.87	6.4	10.01	338	0.0	180	0.87	6.48	338	0.06	2.56	81
2020 07 01 12	0.86	6.44	10.01	337	0.0	180	0.86	6.52	337	0.05	2.5	80
2020 07 01 13	0.89	5.64	10.01	335	0.21	311	0.86	7.12	336	0.05	2.46	80
2020 07 01 14	0.98	4.73	10.01	331	0.2	299	0.75	8.49	340	0.59	3.97	318
2020 07 01 15	1.03	4.82	10.01	330	0.1	280	0.73	8.59	339	0.52	3.89	332
2020 07 01 16	1.03	4.96	9.1	329	0.1	285	0.75	4.26	319	0.75	9.34	340
2020 07 01 17	1.04	4.96	9.1	328	0.15	291	0.75	4.47	319	0.75	9.3	340
2020 07 01 18	1.06	5.06	9.1	327	0.15	293	0.64	8.9	341	0.64	4.84	329
2020 07 01 19	1.08	5.18	9.1	327	0.15	293	0.76	4.68	318	0.76	8.69	338
2020 07 01 20	1.08	5.27	9.1	327	0.13	290	0.92	5.2	322	0.92	15.85	345
2020 07 01 21	1.07	5.42	9.1	328	0.0	180	0.57	5.13	338	0.57	9.8	344
2020 07 01 22	1.05	5.54	9.1	328	0.0	180	0.79	6.31	340	0.69	4.87	311
2020 07 01 23	1.03	5.64	9.1	328	0.0	180	0.73	4.55	318	0.73	8.64	339
2020 07 02 00	1.01	5.72	9.1	329	0.0	180	1.01	5.73	328	0.05	3.8	75
2020 07 02 01	1.0	5.79	9.1	329	0.0	180	1.0	5.8	329	0.04	3.77	74
2020 07 02 02	0.99	5.85	9.1	329	0.0	180	0.99	5.86	329	0.04	3.73	74
2020 07 02 03	0.98	5.91	9.1	329	0.0	180	0.98	5.92	329	0.04	3.7	73
2020 07 02 04	0.97	5.96	9.1	329	0.0	180	0.96	5.96	329	0.03	3.65	73
2020 07 02 05	0.95	5.99	9.1	329	0.0	180	0.95	6.0	329	0.03	3.62	72
2020 07 02 06	0.94	6.01	9.1	329	0.0	180	0.94	6.01	329	0.02	3.69	75
2020 07 02 07	0.92	5.98	9.1	329	0.0	180	0.92	5.99	329	0.02	3.54	72
2020 07 02 08	0.91	5.93	9.1	329	0.0	180	0.91	5.93	329	0.02	3.55	72
2020 07 02 09	0.9	5.91	9.1	329	0.0	180	0.9	5.91	328	0.02	3.54	73
2020 07 02 10	0.88	5.81	9.1	328	0.0	180	0.88	5.82	328	0.01	3.39	71
2020 07 02 11	0.87	5.63	9.1	328	0.0	180	0.87	5.63	328	0.01	3.49	71
2020 07 02 12	0.87	5.39	9.1	328	0.08	303	0.86	5.88	328	0.01	14.44	79
2020 07 02 13	0.86	5.27	9.1	328	0.06	285	0.86	5.59	328	0.0	1.98	260
2020 07 02 14	0.85	5.36	9.1	328	0.0	180	0.85	5.36	328	0.01	14.44	79
2020 07 02 15	0.85	5.16	9.1	328	0.0	180	0.85	5.16	328	0.01	14.44	79
2020 07 02 16	0.86	4.76	9.1	328	0.14	297	0.85	5.42	328	0.01	14.44	79
2020 07 02 17	0.87	4.59	9.1	327	0.15	292	0.86	5.23	328	0.01	14.44	79
2020 07 02 18	0.87	4.67	9.1	327	0.11	302	0.86	5.19	327	0.06	1.77	169
2020 07 02 19	0.86	4.79	9.1	327	0.0	180	0.86	4.79	327	0.01	14.44	79
2020 07 02 20	0.85	4.75	9.1	328	0.08	304	0.85	5.0	328	0.01	14.44	79
2020 07 02 21	0.85	4.83	9.1	328	0.0	180	0.85	4.83	328	0.01	14.44	79
2020 07 02 22	0.84	4.95	9.1	329	0.0	180	0.84	4.95	329	0.01	14.44	79
2020 07 02 23	0.83	5.02	9.1	329	0.0	180	0.83	5.02	329	0.01	14.44	79
2020 07 03 00	0.83	5.09	9.1	329	0.0	180	0.83	5.09	329	0.01	14.44	79
2020 07 03 01	0.83	5.17	9.1	330	0.0	180	0.83	5.17	329	0.01	14.44	79
2020 07 03 02	0.83	5.25	9.1	330	0.0	180	0.76	4.93	326	0.33	9.73	346
2020 07 03 03	0.82	5.31	8.27	330	0.0	180	0.75	4.99	326	0.32	9.72	346
2020 07 03 04	0.82	5.35	8.27	330	0.0	180	0.82	5.35	330	0.01	14.44	79
2020 07 03 05	0.81	5.39	8.27	330	0.0	180	0.81	5.39	330	0.01	14.44	79
2020 07 03 06	0.81	5.44	8.27	330	0.0	180	0.81	5.44	330	0.01	14.42	79
2020 07 03 07	0.8	5.5	8.27	330	0.0	180	0.8	5.5	330	0.01	14.42	79
2020 07 03 08	0.79	5.55	8.27	330	0.0	180	0.79	5.55	329	0.01	14.42	79
2020 07 03 09	0.79	5.58	8.27	329	0.0	180	0.79	5.58	329	0.01	14.42	79
2020 07 03 10	0.78	5.61	8.27	329	0.0	180	0.78	5.61	329	0.01	14.42	79
2020 07 03 11	0.78	5.63	8.27	329	0.0	180	0.78	5.63	329	0.01	14.42	79
2020 07 03 12	0.77	5.64	8.27	329	0.0	180	0.77	5.64	329	0.01	14.42	79
2020 07 03 13	0.77	5.64	8.27	329	0.0	180	0.77	5.64	329	0.01	14.42	79
2020 07 03 14	0.76	5.65	8.27	329	0.0	180	0.76	5.64	329	0.01	14.42	79
2020 07 03 15	0.75	5.64	8.27	329	0.0	180	0.75	5.64	329	0.01	14.38	79
2020 07 03 16	0.75	5.63	8.27	329	0.0	180	0.75	5.63	329	0.01	14.38	79
2020 07 03 17	0.74	5.62	8.27	329	0.0	180	0.74	5.62	329	0.01	14.36	78
2020 07 03 18	0.73	5.62	8.27	329	0.0	180	0.73	5.62	329	0.01	14.36	78
2020 07 03 19	0.72	5.62	8.27	329	0.0	180	0.72	5.62	329	0.01	14.36	78
2020 07 03 20	0.71	5.61	8.27	329	0.0	180	0.71	5.6	329	0.01	14.36	78
2020 07 03 21	0.7	5.58	8.27	329	0.0	180	0.7	5.58	329	0.01	14.29	78
2020 07 03 22	0.69	5.55	8.27	329	0.0	180	0.69	5.55	329	0.01	14.29	78
2020 07 03 23	0.68	5.52	8.27	329	0.0	180	0.68	5.51	329	0.01	14.29	78
2020 07 04 00	0.67	5.47	8.27	329	0.0	180	0.67	5.47	329	0.01	14.29	78
2020 07 04 01	0.66	5.41	8.27	329	0.0	180	0.66	5.41	329	0.01	14.15	78
2020 07 04 02	0.64	5.35	8.27	328	0.0	180	0.64	5.35	328	0.01	14.15	78
2020 07 04 03	0.63	5.28	8.27	328	0.0	180	0.63	5.28	328	0.01	14.15	78
2020 07 04 04	0.61	5.22	8.27	328	0.0	180	0.61	5.22	328	0.02	14.09	351
2020 07 04 05	0.6	5.17	8.27	328	0.0	180	0.6	5.15	328	0.04	13.1	349
2020 07 04 06	0.59	5.13	8.27	328	0.0	180	0.58	5.1	328	0.06	12.97	350
2020 07 04 07	0.58	5.12	7.52	329	0.0	180	0.54	4.88	326	0.18	8.64	344
2020 07 04 08	0.58	5.16	7.52	329	0.0	180	0.57	5.08	328	0.09	12.12	346
2020 07 04 09	0.59	5.24	7.52	330	0.0	180	0.57	5.11	329	0.14	12.16	348
2020 07 04 10	0.61	5.36	7.52	331	0.0	180	0.58	5.19	329	0.17	12.05	348
2020 07 04 11	0.64	5.52	7.52	331	0.0	180	0.6	5.25	329	0.22	11.56	348
2020 07 04 12	0.68	5.7	7.52	331	0.0	180	0.61	5.29	329	0.28	11.18	345
2020 07 04 13	0.72	5.89	7.52	332	0.0	180	0.63	5.36	328	0.34	11.07	344
2020 07 04 14	0.76	6.08	11.01	332	0.0	180	0.63	5.31	326	0.63	15.53	344
2020 07 04 15	0.8	6.26	11.01	332	0.0	180	0.59	5.11	324	0.59	11.15	341
2020 07 04 16	0.84	6.42	11.01	332	0.0	180	0.7	5.67	325	0.7	16.25	348
2020 07 04 17	0.87	6.55	11.01	332	0.0	180	0.7	5.71	323	0.7	14.54	348
2020 07 04 18	0.9	6.66	11.01	331	0.0	180	0.83	6.34	328	0.32	11.54	356
2020 07 04 19	0.91	6.74	10.01	331	0.0	180	0.85	6.42	327	0.33	11.53	356
2020 07 04 20	0.93	6.81	10.01	331	0.0	180	0.87	6.49	327	0.34	11.52	356
2020 07 04 21	0.95	6.85	10.01	331	0.0	180	0.88	6.54	327	0.34	11.51	356
2020 07 04 22	0.96	6.88	10.01	330	0.0	180	0.89	6.57	326	0.34	11.5	356
2020 07 04 23	0.97	6.89	10.01	330	0.0	180	0.9	6.58	326	0.34	11.5	356
2020 07 05 00	0.97	6.89	10.01	330	0.0	180	0.91	6.59	326	0.34	11.49	356
2020 07 05 01	0.98	6.89	10.01	330	0.0	180	0.98	6.89	330	0.01	15.84	81
2020 07 05 02	0.98	6.85	10.01	330	0.0	180	0.98	6.85	330	0.01	15.85	81
2020 07 05 03	0.98	6.82	10.01	330	0.0	180	0.98	6.83	329	0.01	15.85	81
2020 07 05 04	0.97	6.79	10.01	329	0.0	180	0.97	6.8	329	0.01	15.85	81
2020 07 05 05	0.96	6.78	10.01	329	0.0	180	0.96	6.78	329	0.01	15.85	81
2020 07 05 06	0.95	6.77	10.01	329	0.0	180	0.95	6.78	329	0.01	15.85	81
2020 07 05 07	0.94	6.8	10.01	329	0.0	180	0.94	6.8	329	0.01	15.85	81
2020 07 05 08	0.94	6.85	10.01	329	0.0	180	0.93	6.85	329	0.01	15.85	81
2020 07 05 09	0.93	6.91	10.01	330	0.0	180	0.93	6.91	330	0.01	15.85	81
2020 07 05 10	0.92	6.99	10.01	330	0.0	180	0.92	6.99	330	0.01	15.85	81
2020 07 05 11	0.93	7.08	10.01	330	0.0	180	0.93	7.08	330	0.01	15.85	81
2020 07 05 12	0.93	7.18	10.01	331	0.0	180	0.93	7.18	331	0.01	15.81	82
2020 07 05 13	0.93	7.28	10.01	331	0.0	180	0.85	6.86	326	0.38	11.66	356
2020 07 05 14	0.94	7.39	10.01	331	0.0	180	0.85	6.95	326	0.39	11.68	356
2020 07 05 15	0.95	7.48	10.01	332	0.0	180	0.86	7.02	326	0.4	11.7	356
2020 07 05 16	0.96	7.56	10.01	332	0.0	180	0.86	7.09	327	0.42	11.72	356
2020 07 05 17	0.97	7.62	10.01	333	0.0	180	0.87	7.13	327	0.43	11.77	356
2020 07 05 18	0.99	7.68	10.01	333	0.0	180	0.88	7.17	327	0.44	11.82	357
2020 07 05 19	1.0	7.72	10.01	333	0.0	180	0.89	7.19	327	0.46	11.88	357
2020 07 05 20	1.02	7.75	10.01	334	0.0	180	0.9	7.18	327	0.48	11.94	357
2020 07 05 21	1.05	7.78	10.01	334	0.0	180	0.92	7.17	328	0.5	12.0	357
2020 07 05 22	1.07	7.84	11.01	335	0.0	180	0.93	7.18	328	0.53	12.04	357
2020 07 05 23	1.1	7.91	11.01	336	0.0	180	0.81	11.14	347	0.74	6.33	321
2020 07 06 00	1.12	7.98	11.01	336	0.0	180	1.12	8.04	336	0.03	1.93	37
2020 07 06 01	1.14	8.01	11.01	336	0.0	180	1.14	8.08	336	0.03	1.9	37
2020 07 06 02	1.16	7.75	11.01	336	0.0	180	1.15	7.75	336	0.0	21.79	79
2020 07 06 03	1.16	7.41	11.01	337	0.0	180	1.16	7.72	336	0.08	1.76	39
2020 07 06 04	1.16	7.4	11.01	337	0.0	180	1.16	7.74	336	0.08	1.83	40
2020 07 06 05	1.15	7.53	11.01	336	0.0	180	1.15	7.83	336	0.08	1.85	41
2020 07 06 06	1.14	7.57	11.01	336	0.0	180	1.14	7.57	336	0.0	21.61	79
2020 07 06 07	1.14	6.45	11.01	337	0.18	24	1.12	7.82	336	0.09	2.85	4
2020 07 06 08	1.21	5.01	11.01	340	0.41	25	1.1	8.63	336	0.29	3.07	335
2020 07 06 09	1.31	4.59	11.01	345	0.55	32	1.1	7.57	335	0.26	4.11	338
2020 07 06 10	1.39	4.63	11.01	348	0.54	43	1.0	9.89	338	0.57	4.46	324
2020 07 06 11	1.42	4.87	11.01	349	0.38	59	0.97	10.26	339	0.64	4.38	352
2020 07 06 12	1.42	5.16	11.01	348	0.25	59	0.98	10.28	340	0.62	5.06	323
2020 07 06 13	1.42	5.3	11.01	349	0.31	60	1.0	10.34	341	0.79	4.86	337
2020 07 06 14	1.43	5.33	12.11	350	0.33	65	1.04	10.47	342	0.6	4.86	330
2020 07 06 15	1.45	5.44	12.11	351	0.32	71	1.09	8.32	335	0.45	14.19	6
2020 07 06 16	1.49	5.57	13.32	352	0.36	72	1.36	7.5	343	0.39	4.35	27
2020 07 06 17	1.55	5.62	14.66	354	0.43	70	1.39	8.17	344	0.34	4.2	13
2020 07 06 18	1.61	5.64	14.66	355	0.52	66	1.45	8.44	345	0.35	4.62	39
2020 07 06 19	1.65	5.64	14.66	356	0.56	67	1.52	8.05	347	0.33	4.57	38
2020 07 06 20	1.69	5.55	13.32	357	0.64	66	1.45	8.08	344	0.46	14.84	13
2020 07 06 21	1.71	5.41	13.32	359	0.7	68	1.5	9.17	346	0.35	4.36	26
2020 07 06 22	1.72	5.34	13.32	0	0.72	70	1.48	9.21	346	0.4	3.78	26
2020 07 06 23	1.71	5.27	13.32	2	0.76	71	1.46	9.2	346	0.46	3.96	21
2020 07 07 00	1.68	5.35	13.32	1	0.67	75	1.06	7.79	335	1.06	13.55	359
2020 07 07 01	1.64	5.41	12.11	0	0.64	75	1.42	9.08	346	0.44	4.43	36
2020 07 07 02	1.6	5.54	12.11	358	0.35	92	1.42	8.33	346	0.46	3.92	63
2020 07 07 03	1.56	5.68	12.11	356	0.25	97	1.4	8.24	345	0.33	3.69	33
2020 07 07 04	1.53	5.6	12.11	356	0.37	89	1.37	8.2	345	0.33	3.74	33
2020 07 07 05	1.51	5.43	12.11	357	0.42	87	1.34	8.17	345	0.41	3.85	38
2020 07 07 06	1.49	5.41	12.11	357	0.35	92	1.31	8.15	345	0.43	3.92	40
2020 07 07 07	1.47	5.21	11.01	358	0.51	80	1.28	8.12	345	0.42	4.17	40
2020 07 07 08	1.47	4.94	11.01	0	0.6	77	1.26	8.09	344	0.39	4.35	38
2020 07 07 09	1.47	4.71	11.01	3	0.7	75	1.22	8.37	344	0.38	3.91	30
2020 07 07 10	1.47	4.62	11.01	6	0.75	72	1.2	8.33	344	0.39	4.22	27
2020 07 07 11	1.49	4.47	11.01	10	0.86	68	1.17	8.33	344	0.33	4.12	22
2020 07 07 12	1.5	4.41	11.01	13	0.93	66	1.12	8.5	343	0.35	4.38	16
2020 07 07 13	1.51	4.38	11.01	16	0.97	66	1.09	8.54	343	0.37	4.42	17
2020 07 07 14	1.52	4.38	11.01	18	0.99	66	1.07	8.52	343	0.4	4.52	16
2020 07 07 15	1.49	4.43	11.01	19	0.93	71	1.05	8.47	342	0.49	4.4	21
2020 07 07 16	1.47	4.44	11.01	20	0.9	74	1.02	8.43	342	0.51	4.36	26
2020 07 07 17	1.5	4.39	11.01	24	0.99	72	1.0	8.4	342	0.46	4.42	22
2020 07 07 18	1.49	4.5	11.01	25	0.92	74	0.9	9.11	340	0.57	4.59	31
2020 07 07 19	1.5	4.52	11.01	26	0.93	74	0.69	10.19	348	0.53	7.84	327
2020 07 07 20	1.52	4.49	11.01	30	1.01	73	0.71	9.38	337	0.38	11.37	356
2020 07 07 21	1.56	4.48	5.13	34	1.08	72	0.76	9.86	340	0.73	5.25	23
2020 07 07 22	1.59	4.45	5.13	37	1.19	68	0.74	9.83	340	0.66	5.42	19
2020 07 07 23	1.58	4.51	5.65	37	1.08	72	0.89	5.48	20	0.89	12.03	340
2020 07 08 00	1.48	4.79	5.65	33	0.33	92	1.14	4.99	35	1.14	15.85	340
2020 07 08 01	1.38	4.96	5.65	28	0.22	93	1.08	5.02	34	1.08	15.4	339
2020 07 08 02	1.31	4.93	5.65	26	0.3	88	1.02	5.09	33	1.02	14.85	339
2020 07 08 03	1.26	4.86	10.01	24	0.3	89	0.92	5.04	27	0.92	13.61	339
2020 07 08 04	1.23	4.88	10.01	23	0.22	93	0.9	4.93	27	0.9	13.48	339
2020 07 08 05	1.19	4.9	10.01	23	0.16	97	0.81	4.91	22	0.81	12.37	339
2020 07 08 06	1.15	4.86	10.01	22	0.16	91	0.74	4.76	26	0.74	10.45	338
2020 07 08 07	1.13	4.66	10.01	23	0.3	83	0.66	4.8	19	0.66	9.51	337
2020 07 08 08	1.1	4.67	10.01	22	0.18	90	0.68	4.33	58	0.68	9.79	337
2020 07 08 09	1.08	4.79	10.01	22	0.11	87	0.74	4.01	48	0.74	10.89	337
2020 07 08 10	1.07	4.9	10.01	22	0.05	82	0.74	3.98	47	0.74	10.93	337
2020 07 08 11	1.06	4.84	5.65	23	0.16	72	0.58	8.71	337	0.51	4.26	61
2020 07 08 12	1.06	4.56	5.65	25	0.26	67	0.58	8.4	337	0.34	6.17	68
2020 07 08 13	1.08	4.34	5.13	28	0.3	69	0.82	4.46	43	0.82	11.77	337
2020 07 08 14	1.09	4.32	5.13	30	0.2	77	0.91	4.22	47	0.91	13.25	336
2020 07 08 15	1.06	4.38	5.13	29	0.1	76	0.9	4.07	48	0.9	13.28	336
2020 07 08 16	1.04	4.35	5.13	28	0.18	81	0.87	4.22	46	0.87	12.95	336
2020 07 08 17	1.02	4.41	5.13	27	0.0	180	0.87	3.91	46	0.53	7.96	336
2020 07 08 18	0.98	4.49	5.13	25	0.0	180	0.83	3.98	45	0.53	7.89	336
2020 07 08 19	0.95	4.54	5.13	23	0.0	180	0.79	3.99	44	0.5	8.12	335
2020 07 08 20	0.92	4.55	5.13	22	0.0	180	0.75	4.08	45	0.5	8.06	335
2020 07 08 21	0.9	4.56	5.13	20	0.0	180	0.72	4.07	44	0.72	11.62	335
2020 07 08 22	0.87	4.59	5.13	18	0.0	180	0.61	4.29	34	0.61	9.97	335
2020 07 08 23	0.86	4.61	5.13	16	0.0	180	0.59	4.26	31	0.59	11.79	335
2020 07 09 00	0.85	4.6	5.13	14	0.0	180	0.54	4.24	25	0.54	10.92	335
2020 07 09 01	0.85	4.61	5.13	12	0.0	180	0.54	4.24	25	0.54	11.15	335
2020 07 09 02	0.86	4.63	5.13	11	0.0	180	0.5	4.25	28	0.5	10.38	335
2020 07 09 03	0.86	4.66	5.13	10	0.0	180	0.52	4.32	31	0.52	10.97	335
2020 07 09 04	0.86	4.7	5.13	9	0.0	180	0.43	8.99	335	0.41	4.15	21
2020 07 09 05	0.85	4.74	5.13	8	0.0	180	0.43	8.99	335	0.37	4.6	47
2020 07 09 06	0.85	4.78	5.13	7	0.01	265	0.44	8.99	334	0.43	4.5	342
2020 07 09 07	0.84	4.81	5.13	6	0.01	270	0.45	4.35	345	0.45	8.97	334
2020 07 09 08	0.84	4.83	5.13	6	0.0	180	0.46	8.85	334	0.26	5.56	58
2020 07 09 09	0.83	4.85	5.13	6	0.0	180	0.46	8.85	334	0.22	6.07	64
2020 07 09 10	0.83	4.88	5.13	6	0.0	180	0.47	8.87	334	0.23	6.09	64
2020 07 09 11	0.82	4.91	5.13	6	0.0	180	0.5	4.4	52	0.5	9.02	333
2020 07 09 12	0.82	4.93	10.01	5	0.0	180	0.48	8.68	333	0.47	4.5	54
2020 07 09 13	0.81	4.91	10.01	3	0.0	180	0.49	8.67	333	0.44	4.37	52
2020 07 09 14	0.8	4.85	10.01	1	0.0	180	0.53	7.97	331	0.44	4.45	53
2020 07 09 15	0.79	4.85	10.01	359	0.0	180	0.59	5.77	332	0.42	4.39	52
2020 07 09 16	0.78	4.88	10.01	357	0.0	180	0.6	5.83	332	0.41	4.34	51
2020 07 09 17	0.77	4.87	9.1	355	0.0	180	0.6	5.76	332	0.47	4.03	37
2020 07 09 18	0.76	4.84	9.1	354	0.0	180	0.61	5.68	331	0.46	3.99	36
2020 07 09 19	0.76	4.85	9.1	352	0.0	180	0.61	5.7	331	0.44	3.94	35
2020 07 09 20	0.75	4.86	9.1	350	0.0	180	0.61	5.7	331	0.43	3.89	34
2020 07 09 21	0.75	4.85	9.1	349	0.0	180	0.62	5.68	331	0.41	3.82	33
2020 07 09 22	0.75	4.84	9.1	347	0.01	287	0.63	5.82	331	0.4	3.76	32
2020 07 09 23	0.75	4.85	9.1	345	0.0	180	0.64	5.64	331	0.38	3.7	31
2020 07 10 00	0.75	4.88	9.1	344	0.0	180	0.66	5.5	332	0.35	3.69	33
2020 07 10 01	0.76	4.96	9.1	343	0.0	180	0.68	5.6	332	0.33	3.62	33
2020 07 10 02	0.77	5.08	9.1	341	0.0	180	0.7	5.73	332	0.27	3.59	42
2020 07 10 03	0.8	5.19	10.01	340	0.0	180	0.73	5.85	333	0.25	3.53	41
2020 07 10 04	0.82	5.32	10.01	339	0.01	260	0.77	6.06	333	0.23	3.4	42
