Valor nulo: -9999.9												
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)
2023 05 16 01	1.28	5.71	8.27	346	0.06	4	1.28	5.82	346	0.01	16.3	82
2023 05 16 02	1.3	5.84	8.27	347	0.0	180	1.3	5.84	347	0.01	16.3	83
2023 05 16 03	1.31	5.94	8.27	348	0.0	180	1.31	5.94	348	0.01	16.3	83
2023 05 16 04	1.33	6.01	8.27	349	0.04	14	1.31	5.99	348	0.22	12.77	5
2023 05 16 05	1.34	6.09	8.27	349	0.0	180	1.29	5.91	349	0.36	12.25	356
2023 05 16 06	1.35	6.14	8.27	350	0.02	217	1.29	5.96	350	0.39	12.29	355
2023 05 16 07	1.35	6.07	8.27	351	0.02	206	1.27	5.85	351	0.43	12.19	354
2023 05 16 08	1.34	6.07	8.27	352	0.02	213	1.26	5.81	351	0.46	12.21	354
2023 05 16 09	1.34	6.07	8.27	352	0.0	180	1.25	5.76	352	0.48	12.22	354
2023 05 16 10	1.35	6.07	8.27	353	0.0	180	1.24	5.69	354	0.53	12.06	351
2023 05 16 11	1.37	5.95	8.27	355	0.14	57	1.24	5.9	355	0.55	12.05	351
2023 05 16 12	1.38	5.89	7.52	357	0.11	65	1.25	5.71	357	0.58	11.81	352
2023 05 16 13	1.39	5.72	7.52	358	0.19	61	1.16	5.99	353	1.16	22.04	352
2023 05 16 14	1.39	5.46	7.52	359	0.34	54	0.83	6.52	336	0.83	15.58	352
2023 05 16 15	1.39	5.28	12.11	1	0.39	58	0.78	6.4	337	0.78	13.31	349
2023 05 16 16	1.41	4.96	12.11	4	0.55	56	0.7	6.22	337	0.7	11.95	348
2023 05 16 17	1.44	4.68	12.11	8	0.67	59	0.53	11.79	356	0.46	10.04	332
2023 05 16 18	1.45	4.61	11.01	11	0.7	63	0.81	8.3	336	0.32	12.54	5
2023 05 16 19	1.46	4.52	11.01	14	0.75	65	0.85	8.95	341	0.54	5.81	36
2023 05 16 20	1.5	4.36	11.01	19	0.91	63	0.9	8.71	342	0.57	4.96	23
2023 05 16 21	1.53	4.28	11.01	24	1.01	64	0.82	9.24	341	0.67	5.32	18
2023 05 16 22	1.55	4.27	11.01	27	1.06	65	0.8	9.35	342	0.7	5.31	17
2023 05 16 23	1.45	4.63	11.01	23	0.51	93	1.05	4.79	36	1.05	12.56	342
2023 05 17 00	1.37	4.86	11.01	20	0.4	93	1.04	4.96	33	1.04	12.81	342
2023 05 17 01	1.33	4.89	11.01	18	0.44	86	0.98	5.21	30	0.98	11.94	342
2023 05 17 02	1.29	4.93	11.01	18	0.39	88	0.92	5.07	33	0.92	11.37	342
2023 05 17 03	1.26	5.06	6.21	17	0.29	91	0.92	4.98	35	0.92	11.65	342
2023 05 17 04	1.23	5.27	6.21	16	0.19	93	0.82	5.1	27	0.82	10.57	342
2023 05 17 05	1.22	5.35	6.21	16	0.17	89	0.84	5.16	29	0.84	11.07	342
2023 05 17 06	1.24	5.31	6.21	18	0.19	85	0.7	9.63	343	0.61	5.49	45
2023 05 17 07	1.27	5.32	6.21	20	0.18	83	0.68	9.61	342	0.63	5.53	45
2023 05 17 08	1.27	5.09	6.21	21	0.35	68	0.67	9.58	342	0.62	5.78	45
2023 05 17 09	1.26	4.81	6.21	23	0.45	70	0.91	5.38	27	0.91	13.18	342
2023 05 17 10	1.28	4.59	6.21	25	0.59	67	0.93	5.52	29	0.93	13.78	342
2023 05 17 11	1.29	4.46	6.21	27	0.66	67	0.91	5.59	27	0.63	9.51	342
2023 05 17 12	1.28	4.42	6.21	28	0.62	72	0.93	5.47	29	0.62	9.48	342
2023 05 17 13	1.32	4.08	6.21	33	0.93	64	0.72	5.55	17	0.6	9.51	342
2023 05 17 14	1.37	3.98	6.21	37	1.05	64	0.63	5.6	13	0.63	10.19	342
2023 05 17 15	1.34	4.07	5.65	37	0.98	66	0.69	5.62	17	0.69	11.21	342
2023 05 17 16	1.3	4.11	5.65	36	0.94	66	0.63	5.46	19	0.63	10.21	342
2023 05 17 17	1.27	4.15	5.65	34	0.84	69	0.7	5.35	23	0.7	11.32	342
2023 05 17 18	1.22	4.21	5.65	31	0.69	73	0.82	5.35	27	0.82	13.4	343
2023 05 17 19	1.19	4.25	5.65	29	0.63	73	0.66	4.97	41	0.66	10.71	343
2023 05 17 20	1.16	4.26	5.65	28	0.59	70	0.48	10.0	349	0.31	8.19	327
2023 05 17 21	1.15	4.23	5.65	27	0.61	69	0.46	8.7	335	0.34	11.05	357
2023 05 17 22	1.14	4.16	5.65	27	0.65	64	0.45	8.63	335	0.29	10.65	352
2023 05 17 23	1.1	4.32	5.65	24	0.42	65	0.59	4.84	12	0.59	10.08	340
2023 05 18 00	1.06	4.67	5.65	21	0.0	180	0.69	3.93	56	0.69	11.99	339
2023 05 18 01	1.04	4.87	5.65	20	0.02	200	0.64	4.4	16	0.64	11.09	339
2023 05 18 02	1.04	4.98	5.65	21	0.02	200	0.63	4.38	15	0.63	11.06	339
2023 05 18 03	1.04	5.06	5.65	22	0.02	210	0.69	4.62	55	0.69	12.21	339
2023 05 18 04	1.07	5.11	5.65	24	0.02	204	0.66	4.54	53	0.48	8.68	339
2023 05 18 05	1.1	5.08	5.65	25	0.02	210	0.63	4.42	52	0.63	9.88	61
2023 05 18 06	1.09	5.03	5.65	25	0.01	205	0.83	4.22	32	0.83	12.59	60
2023 05 18 07	1.07	5.05	6.83	24	0.01	210	0.92	4.57	38	0.48	8.77	339
2023 05 18 08	1.05	5.13	6.83	24	0.0	180	0.91	4.64	37	0.48	8.72	339
2023 05 18 09	1.03	5.17	6.83	22	0.05	312	0.89	4.79	35	0.47	8.68	339
2023 05 18 10	1.01	5.13	6.21	21	0.06	310	0.63	5.11	51	0.6	4.47	14
2023 05 18 11	0.97	5.08	6.21	19	0.0	180	0.84	4.57	32	0.41	8.27	337
2023 05 18 12	0.93	5.02	6.21	17	0.0	180	0.8	4.49	30	0.41	8.24	337
2023 05 18 13	0.89	4.94	5.65	15	0.0	180	0.76	4.4	28	0.4	8.2	337
2023 05 18 14	0.86	4.88	5.65	13	0.0	180	0.72	4.31	27	0.4	8.16	337
2023 05 18 15	0.83	4.73	5.65	12	0.1	50	0.69	4.43	26	0.43	8.38	338
2023 05 18 16	0.82	4.42	5.65	13	0.2	46	0.63	4.61	25	0.42	8.33	338
2023 05 18 17	0.83	4.11	5.65	14	0.29	44	0.58	5.03	29	0.41	8.29	338
2023 05 18 18	0.84	4.04	5.13	15	0.27	39	0.59	4.83	31	0.59	11.61	340
2023 05 18 19	0.83	4.09	5.13	16	0.22	38	0.57	4.25	33	0.57	11.47	339
2023 05 18 20	0.83	4.13	5.13	16	0.2	36	0.58	4.26	32	0.58	11.98	338
2023 05 18 21	0.81	4.16	5.13	15	0.18	33	0.5	4.29	50	0.38	8.13	338
2023 05 18 22	0.79	4.2	5.13	15	0.13	34	0.5	4.21	50	0.37	8.08	338
2023 05 18 23	0.78	4.2	5.13	15	0.12	38	0.46	4.25	54	0.36	8.04	337
2023 05 19 00	0.77	4.15	5.13	15	0.14	34	0.45	4.29	54	0.32	4.27	16
2023 05 19 01	0.77	4.21	5.13	16	0.09	30	0.46	4.15	53	0.37	4.36	15
2023 05 19 02	0.77	4.31	5.13	17	0.0	180	0.47	3.75	5	0.47	4.13	51
2023 05 19 03	0.78	4.4	5.13	19	0.01	205	0.54	3.96	10	0.38	3.91	57
2023 05 19 04	0.8	4.47	5.13	20	0.02	206	0.42	3.96	50	0.42	8.89	55
2023 05 19 05	0.8	4.52	5.13	21	0.02	206	0.4	3.92	50	0.4	7.3	53
2023 05 19 06	0.81	4.56	5.13	20	0.03	209	0.38	3.86	50	0.38	6.28	51
2023 05 19 07	0.81	4.59	5.13	19	0.02	223	0.38	6.18	49	0.37	3.86	50
2023 05 19 08	0.82	4.6	5.13	16	0.03	241	0.58	3.77	18	0.58	8.42	41
2023 05 19 09	0.84	4.29	5.65	12	0.16	302	0.41	4.68	49	0.29	14.14	349
2023 05 19 10	0.89	4.21	6.21	6	0.23	302	0.33	14.12	349	0.3	6.19	43
2023 05 19 11	0.97	4.39	6.21	2	0.28	308	0.72	5.07	355	0.72	27.18	349
2023 05 19 12	1.04	4.84	6.21	0	0.14	358	0.89	4.66	358	0.41	14.09	349
2023 05 19 13	1.12	4.84	6.21	359	0.31	0	0.94	5.28	358	0.45	13.98	348
2023 05 19 14	1.16	5.09	6.21	358	0.13	4	1.02	4.96	358	0.49	13.83	348
2023 05 19 15	1.19	5.36	14.66	357	0.0	180	1.07	4.9	359	0.52	13.67	347
2023 05 19 16	1.21	5.55	14.66	356	0.0	180	1.08	5.04	359	0.44	14.13	356
2023 05 19 17	1.24	5.41	13.32	356	0.2	27	1.08	5.39	358	0.57	13.3	346
2023 05 19 18	1.26	5.45	13.32	357	0.1	22	1.11	5.14	0	0.59	13.1	346
2023 05 19 19	1.29	5.52	13.32	357	0.08	25	1.13	5.12	1	0.61	12.9	345
2023 05 19 20	1.3	5.52	13.32	358	0.1	17	1.14	5.15	2	0.62	12.71	345
2023 05 19 21	1.31	5.54	13.32	358	0.07	14	1.14	5.1	2	0.63	12.51	344
2023 05 19 22	1.3	5.51	13.32	358	0.12	16	1.12	5.15	3	0.64	12.34	343
2023 05 19 23	1.28	5.53	12.11	359	0.04	14	1.02	5.33	357	0.64	12.18	343
2023 05 20 00	1.25	5.57	12.11	359	0.0	180	0.99	5.26	358	0.99	18.25	342
2023 05 20 01	1.24	5.59	12.11	359	0.02	210	0.97	5.28	359	0.97	17.67	342
2023 05 20 02	1.23	5.6	12.11	359	0.02	217	0.96	5.28	359	0.96	17.43	341
2023 05 20 03	1.24	5.63	12.11	0	0.02	239	0.98	5.33	0	0.98	17.64	341
2023 05 20 04	1.26	5.59	12.11	0	0.09	297	1.0	5.45	1	1.0	17.94	340
2023 05 20 05	1.28	5.4	12.11	0	0.16	303	0.82	5.41	348	0.82	15.07	340
2023 05 20 06	1.29	5.57	6.21	0	0.03	239	1.13	5.08	6	1.13	20.88	339
2023 05 20 07	1.29	5.69	6.83	0	0.03	240	1.14	5.24	6	0.59	11.18	339
2023 05 20 08	1.27	5.73	6.83	0	0.06	277	1.13	5.36	6	0.59	11.02	338
2023 05 20 09	1.25	5.57	6.83	359	0.15	297	1.1	5.5	6	0.5	10.51	331
2023 05 20 10	1.23	5.34	6.83	358	0.23	309	1.06	5.6	6	0.57	10.76	337
2023 05 20 11	1.21	5.13	6.83	356	0.29	312	1.03	5.59	5	0.57	10.59	337
2023 05 20 12	1.18	5.17	6.83	355	0.25	310	0.99	5.51	4	0.57	10.38	336
2023 05 20 13	1.15	5.18	6.83	354	0.23	308	0.94	5.62	0	0.57	10.18	335
2023 05 20 14	1.12	5.34	6.83	354	0.13	353	0.94	5.24	357	0.54	10.63	337
2023 05 20 15	1.1	5.32	6.83	354	0.13	356	0.93	5.37	356	0.51	10.87	339
2023 05 20 16	1.1	5.33	6.83	354	0.08	3	0.94	5.24	356	0.51	10.86	339
2023 05 20 17	1.1	5.42	6.83	355	0.0	180	0.98	4.96	359	0.5	10.9	339
2023 05 20 18	1.12	5.49	6.83	355	0.0	180	1.0	5.04	359	0.5	10.88	339
2023 05 20 19	1.13	5.56	6.83	355	0.0	180	0.92	5.45	351	0.49	10.86	340
2023 05 20 20	1.13	5.62	6.83	355	0.0	180	0.84	5.28	354	0.37	7.86	333
2023 05 20 21	1.13	5.67	6.83	356	0.0	180	0.83	5.34	354	0.37	7.86	333
2023 05 20 22	1.12	5.71	6.83	356	0.0	180	0.72	5.27	347	0.37	7.87	334
2023 05 20 23	1.12	5.75	6.83	356	0.0	180	0.71	5.32	347	0.37	7.88	334
2023 05 21 00	1.13	5.79	6.83	357	0.01	215	0.67	5.96	338	0.43	5.38	359
2023 05 21 01	1.13	5.82	6.83	357	0.01	215	0.8	5.81	345	0.41	5.94	18
2023 05 21 02	1.12	5.81	6.83	358	0.02	200	0.75	5.95	343	0.67	4.9	26
2023 05 21 03	1.1	5.79	6.83	358	0.02	206	0.72	5.91	343	0.66	4.85	26
2023 05 21 04	1.07	5.75	6.83	358	0.02	206	0.6	5.88	338	0.33	5.67	356
2023 05 21 05	1.04	5.71	6.21	358	0.02	207	0.66	5.75	342	0.61	4.7	26
2023 05 21 06	1.0	5.68	6.21	357	0.02	210	0.63	5.68	341	0.59	4.62	27
2023 05 21 07	0.98	5.66	6.21	357	0.01	207	0.6	5.56	342	0.6	12.43	341
2023 05 21 08	0.96	5.67	10.01	356	0.02	210	0.59	5.55	341	0.59	12.26	341
2023 05 21 09	0.95	5.7	10.01	355	0.0	180	0.64	5.38	344	0.64	13.07	342
2023 05 21 10	0.96	5.74	10.01	354	0.0	180	0.65	5.4	344	0.51	10.44	342
2023 05 21 11	0.98	5.74	10.01	353	0.06	317	0.55	5.91	338	0.39	5.31	0
2023 05 21 12	1.0	5.75	10.01	353	0.05	306	0.57	5.8	339	0.48	4.91	6
2023 05 21 13	1.02	5.8	6.83	352	0.07	306	0.59	5.94	339	0.51	4.82	8
2023 05 21 14	1.05	5.87	6.83	352	0.08	313	0.6	5.99	340	0.52	4.88	7
2023 05 21 15	1.08	5.97	14.66	352	0.07	312	0.61	5.96	340	0.53	4.94	7
2023 05 21 16	1.11	6.17	14.66	352	0.0	180	0.85	5.05	355	0.85	21.81	355
2023 05 21 17	1.14	6.33	14.66	352	0.0	180	0.86	5.13	355	0.86	20.67	355
2023 05 21 18	1.16	6.41	14.66	353	0.0	180	0.86	5.13	356	0.86	19.68	355
2023 05 21 19	1.17	6.43	14.66	353	0.0	180	0.86	5.09	357	0.86	18.46	354
2023 05 21 20	1.19	6.43	14.66	354	0.0	180	0.59	14.66	0	0.35	12.29	334
2023 05 21 21	1.2	6.42	14.66	354	0.0	180	0.52	14.02	356	0.37	12.29	334
2023 05 21 22	1.22	6.4	13.32	354	0.0	180	0.53	13.99	356	0.38	12.29	333
2023 05 21 23	1.23	6.39	13.32	355	0.01	195	0.53	13.95	356	0.39	12.28	333
2023 05 22 00	1.25	6.37	13.32	355	0.01	210	0.56	12.6	344	0.35	15.49	357
2023 05 22 01	1.25	6.36	13.32	356	0.01	210	0.69	12.89	348	0.29	16.86	15
2023 05 22 02	1.25	6.35	13.32	356	0.0	180	0.69	12.87	348	0.28	16.83	15
2023 05 22 03	1.24	6.34	13.32	355	0.0	180	0.7	12.63	347	0.27	16.81	15
2023 05 22 04	1.23	6.34	13.32	355	0.0	210	0.7	12.6	347	0.26	16.8	15
2023 05 22 05	1.21	6.34	13.32	355	0.02	212	0.7	12.58	347	0.26	16.78	15
2023 05 22 06	1.19	6.35	13.32	354	0.02	220	0.7	12.57	347	0.25	16.77	15
2023 05 22 07	1.18	6.36	13.32	354	0.0	180	0.7	12.56	347	0.25	16.75	15
2023 05 22 08	1.17	6.38	13.32	353	0.0	260	0.7	12.56	347	0.25	16.73	15
2023 05 22 09	1.16	6.4	13.32	353	0.0	180	0.71	12.56	347	0.25	16.71	15
2023 05 22 10	1.15	6.42	13.32	352	0.02	298	0.53	13.44	358	0.47	11.69	332
2023 05 22 11	1.15	6.34	13.32	352	0.09	314	0.8	12.47	349	0.59	5.97	338
2023 05 22 12	1.15	6.01	14.66	351	0.15	308	0.8	12.5	349	0.68	5.36	351
2023 05 22 13	1.16	5.98	14.66	351	0.12	295	0.81	12.53	349	0.72	4.98	352
2023 05 22 14	1.16	6.08	14.66	351	0.0	180	0.81	12.74	350	0.8	4.79	349
2023 05 22 15	1.18	5.99	14.66	351	0.08	287	0.82	12.77	350	0.81	4.94	349
2023 05 22 16	1.2	5.79	14.66	352	0.15	22	0.86	4.84	353	0.86	13.26	350
2023 05 22 17	1.25	5.75	14.66	354	0.0	180	0.93	4.48	356	0.93	14.27	351
2023 05 22 18	1.31	5.84	14.66	354	0.0	180	1.01	4.71	356	1.01	16.05	352
2023 05 22 19	1.35	5.94	14.66	355	0.0	180	1.06	4.87	357	1.06	16.74	352
2023 05 22 20	1.37	6.04	14.66	355	0.0	180	1.08	4.99	357	1.08	16.98	352
2023 05 22 21	1.37	6.12	14.66	355	0.0	180	1.09	5.08	357	1.09	17.04	352
2023 05 22 22	1.38	6.18	14.66	356	0.0	180	1.1	5.15	358	1.1	17.19	352
2023 05 22 23	1.39	6.21	14.66	356	0.0	180	1.12	5.22	359	1.12	17.39	352
2023 05 23 00	1.39	6.23	14.66	357	0.0	180	1.12	5.26	359	1.12	17.46	352
2023 05 23 01	1.36	6.24	14.66	357	0.0	180	1.04	5.1	0	1.04	15.99	351
2023 05 23 02	1.33	6.22	14.66	357	0.0	180	0.66	13.36	359	0.46	10.81	331
2023 05 23 03	1.28	6.18	14.66	357	0.0	180	0.64	13.25	359	0.47	10.73	332
2023 05 23 04	1.23	6.13	14.66	357	0.0	180	0.62	13.0	359	0.47	10.73	332
2023 05 23 05	1.18	6.08	12.11	357	0.0	180	0.62	11.07	342	0.44	14.4	2
2023 05 23 06	1.16	6.04	12.11	357	0.0	180	0.7	11.55	346	0.24	15.11	14
2023 05 23 07	1.15	6.03	12.11	357	0.0	180	0.81	4.7	8	0.81	13.68	346
2023 05 23 08	1.16	6.04	12.11	356	0.0	180	0.8	4.68	9	0.8	13.23	348
2023 05 23 09	1.19	6.08	12.11	355	0.01	285	0.68	11.54	348	0.68	5.94	339
2023 05 23 10	1.23	6.14	7.52	354	0.02	276	1.05	5.49	356	0.64	11.81	349
2023 05 23 11	1.26	6.19	7.52	354	0.0	180	1.09	5.55	355	0.63	11.74	349
2023 05 23 12	1.27	6.2	7.52	354	0.04	304	1.02	6.12	349	0.62	11.7	349
2023 05 23 13	1.28	6.2	7.52	355	0.05	295	1.07	6.04	353	0.61	11.69	349
2023 05 23 14	1.28	6.22	7.52	356	0.03	293	1.13	5.74	358	0.6	11.66	348
2023 05 23 15	1.29	6.21	7.52	357	0.0	180	1.07	5.46	3	0.46	8.94	334
2023 05 23 16	1.33	5.78	7.52	359	0.2	34	0.89	5.88	352	0.49	9.03	336
2023 05 23 17	1.38	5.58	7.52	1	0.25	26	0.89	5.9	352	0.48	8.93	334
2023 05 23 18	1.4	5.81	7.52	1	0.15	29	1.11	6.18	352	0.43	5.66	29
2023 05 23 19	1.42	5.98	7.52	2	0.1	24	1.12	6.24	353	0.44	5.7	29
2023 05 23 20	1.44	6.09	7.52	3	0.09	12	1.12	6.33	353	0.45	5.77	29
2023 05 23 21	1.45	6.16	7.52	4	0.11	359	1.02	6.55	349	0.8	5.13	33
2023 05 23 22	1.45	6.28	6.83	4	0.03	351	1.0	6.4	349	0.8	5.06	33
2023 05 23 23	1.44	6.38	6.83	4	0.0	180	0.89	6.46	345	0.56	12.47	350
2023 05 24 00	1.44	6.47	16.12	4	0.0	180	0.56	14.8	7	0.5	12.59	343
2023 05 24 01	1.44	6.55	16.12	3	0.0	180	0.6	14.84	7	0.53	12.7	343
2023 05 24 02	1.45	6.62	14.66	3	0.0	180	0.63	14.84	7	0.55	12.81	344
2023 05 24 03	1.45	6.67	14.66	2	0.0	180	0.87	13.86	357	0.73	6.37	340
2023 05 24 04	1.44	6.69	14.66	1	0.04	308	0.91	13.67	357	0.71	6.49	339
2023 05 24 05	1.43	6.68	14.66	1	0.04	299	0.95	13.31	356	0.67	6.2	340
2023 05 24 06	1.43	6.67	14.66	0	0.02	296	0.95	13.25	356	0.67	6.09	340
2023 05 24 07	1.43	6.66	14.66	0	0.0	180	0.93	13.37	356	0.88	5.95	346
2023 05 24 08	1.44	6.67	14.66	359	0.0	180	0.94	6.14	346	0.94	14.12	356
2023 05 24 09	1.48	6.64	14.66	359	0.04	46	0.89	13.41	356	0.84	6.55	341
2023 05 24 10	1.54	6.52	14.66	359	0.1	45	1.14	6.14	351	1.14	17.18	356
2023 05 24 11	1.57	6.52	13.32	359	0.07	49	0.79	12.83	351	0.37	15.01	13
2023 05 24 12	1.59	6.5	13.32	0	0.14	53	1.24	6.3	354	1.24	18.84	355
2023 05 24 13	1.6	6.38	13.32	1	0.17	54	1.27	6.26	357	1.27	19.68	355
2023 05 24 14	1.6	6.17	13.32	4	0.25	51	1.09	6.56	351	1.09	17.27	354
2023 05 24 15	1.6	6.02	13.32	6	0.28	51	1.01	5.83	28	1.01	16.42	354
2023 05 24 16	1.59	6.05	13.32	8	0.23	56	1.37	6.02	12	1.37	22.67	354
2023 05 24 17	1.57	6.12	13.32	9	0.18	60	1.34	5.9	15	1.34	20.59	352
2023 05 24 18	1.54	6.12	7.52	10	0.2	57	1.31	5.98	16	1.31	20.8	352
2023 05 24 19	1.51	6.01	7.52	11	0.24	55	1.28	6.02	18	1.28	19.97	350
2023 05 24 20	1.5	5.91	7.52	12	0.28	52	1.27	6.09	18	0.73	11.77	350
2023 05 24 21	1.47	6.02	7.52	12	0.17	55	1.28	5.88	19	0.71	11.71	350
2023 05 24 22	1.45	6.17	7.52	12	0.1	57	1.27	5.85	19	0.69	11.64	349
2023 05 24 23	1.43	6.3	7.52	12	0.02	79	1.22	6.1	15	0.66	11.58	349
2023 05 25 00	1.42	6.37	7.52	13	0.0	180	1.26	5.86	19	0.65	11.54	349
2023 05 25 01	1.4	6.37	7.52	13	0.0	180	1.25	5.87	20	0.63	11.49	349
2023 05 25 02	1.36	6.33	7.52	13	0.0	180	1.21	5.81	20	0.62	11.37	349
2023 05 25 03	1.32	6.27	6.83	13	0.0	180	1.15	5.69	21	0.64	11.1	348
2023 05 25 04	1.27	6.19	6.83	13	0.0	180	1.09	5.57	22	0.63	10.99	348
2023 05 25 05	1.22	6.12	6.83	13	0.0	180	1.04	5.45	22	0.53	10.44	342
2023 05 25 06	1.18	6.05	6.83	12	0.01	220	0.99	5.36	21	0.53	10.39	343
2023 05 25 07	1.14	5.99	6.83	11	0.0	180	0.94	5.19	22	0.6	10.91	348
2023 05 25 08	1.12	5.95	6.21	10	0.0	180	0.9	5.07	21	0.6	10.88	348
2023 05 25 09	1.1	5.93	6.21	9	0.0	180	0.87	4.95	20	0.58	10.9	347
2023 05 25 10	1.12	5.92	6.21	8	0.0	180	0.74	4.91	30	0.58	10.87	348
2023 05 25 11	1.16	5.93	6.21	8	0.0	180	0.75	4.79	31	0.44	17.95	7
2023 05 25 12	1.25	6.0	17.74	8	0.0	180	0.78	4.76	32	0.78	26.02	6
2023 05 25 13	1.33	6.16	17.74	8	0.0	180	0.63	17.34	5	0.32	12.86	358
2023 05 25 14	1.42	6.23	17.74	9	0.14	37	0.73	17.2	5	0.6	10.84	347
2023 05 25 15	1.5	6.24	17.74	9	0.2	27	1.04	13.87	359	0.85	5.5	2
2023 05 25 16	1.57	6.25	17.74	9	0.31	26	1.13	14.09	359	0.88	5.64	6
2023 05 25 17	1.64	6.1	17.74	9	0.51	37	1.21	14.22	0	0.86	5.65	5
2023 05 25 18	1.72	5.91	17.74	9	0.58	22	1.27	14.28	0	0.92	5.9	13
2023 05 25 19	1.82	5.9	16.12	9	0.13	19	1.32	14.29	0	1.14	4.74	14
2023 05 25 20	2.01	5.56	16.12	15	1.04	53	1.35	14.25	359	1.04	5.04	3
2023 05 25 21	2.07	5.82	16.12	15	0.17	110	1.36	14.36	0	0.83	5.18	45
2023 05 25 22	1.97	6.36	16.12	12	0.02	142	1.38	14.26	359	0.95	4.52	55
2023 05 25 23	1.94	6.75	16.12	10	0.0	180	1.39	14.15	359	0.88	4.68	55
2023 05 26 00	1.92	6.99	16.12	8	0.0	180	1.39	14.06	359	0.89	5.27	1
2023 05 26 01	1.89	7.11	16.12	8	0.0	180	1.38	13.95	358	0.99	5.61	359
2023 05 26 02	1.86	7.17	16.12	7	0.0	180	1.38	13.67	358	1.23	5.17	18
2023 05 26 03	1.83	7.16	16.12	6	0.0	180	1.05	15.11	7	0.88	11.92	343
2023 05 26 04	1.79	7.04	14.66	6	0.0	180	1.22	12.78	352	0.6	16.63	15
2023 05 26 05	1.77	6.37	14.66	6	0.51	62	1.34	13.24	357	0.81	5.66	26
2023 05 26 06	1.79	5.71	14.66	9	0.88	51	1.32	13.16	356	0.66	6.21	11
2023 05 26 07	1.8	5.29	14.66	11	0.72	74	1.29	13.13	356	0.85	4.98	21
2023 05 26 08	1.81	5.06	14.66	14	0.88	74	1.26	13.1	356	0.76	5.17	17
2023 05 26 09	1.9	4.81	14.66	19	1.11	71	1.22	13.17	356	0.68	5.32	15
2023 05 26 10	1.99	4.82	14.66	23	1.22	72	1.18	13.4	357	0.79	6.98	346
2023 05 26 11	2.09	4.91	14.66	25	1.29	73	1.16	13.27	356	0.82	7.14	346
2023 05 26 12	2.14	5.08	14.66	25	1.28	74	1.14	6.54	358	1.14	13.83	356
2023 05 26 13	2.12	5.24	14.66	25	1.17	78	1.24	6.39	3	1.24	15.26	356
2023 05 26 14	2.17	5.2	14.66	30	1.35	76	1.07	13.17	355	0.98	7.5	357
2023 05 26 15	2.3	5.18	13.32	37	1.63	73	1.23	6.78	8	1.23	15.44	355
2023 05 26 16	2.35	5.26	6.21	41	1.68	76	1.27	6.65	12	1.27	16.02	355
2023 05 26 17	2.35	5.29	6.21	44	1.69	78	1.28	6.62	15	1.28	16.33	355
2023 05 26 18	2.24	5.34	6.21	43	1.51	80	1.32	6.53	21	1.32	17.09	355
2023 05 26 19	2.12	5.37	6.21	41	1.25	84	1.17	6.28	18	1.17	14.76	354
2023 05 26 20	2.01	5.36	13.32	38	1.06	87	1.12	6.23	18	1.12	14.35	354
2023 05 26 21	1.89	5.43	13.32	34	0.71	89	1.08	6.17	17	1.08	13.98	353
2023 05 26 22	1.75	5.67	13.32	29	0.19	98	1.11	5.75	20	1.11	14.59	353
2023 05 26 23	1.65	5.9	13.32	25	0.0	180	1.16	5.67	25	1.16	15.49	353
2023 05 27 00	1.59	6.0	13.32	23	0.0	180	1.12	5.67	25	1.12	15.15	353
2023 05 27 01	1.55	6.02	13.32	22	0.0	180	1.03	5.75	21	1.03	14.03	353
2023 05 27 02	1.5	6.01	12.11	21	0.0	180	0.99	5.67	20	0.99	13.39	353
2023 05 27 03	1.44	5.98	12.11	20	0.0	180	0.94	5.57	20	0.94	12.86	352
2023 05 27 04	1.39	5.96	12.11	18	0.0	180	0.88	5.46	19	0.88	12.25	352
2023 05 27 05	1.33	5.96	12.11	16	0.0	180	0.85	11.86	352	0.61	4.88	24
2023 05 27 06	1.28	5.98	12.11	14	0.0	180	0.84	11.79	352	0.58	4.78	23
2023 05 27 07	1.23	5.99	12.11	12	0.0	180	0.83	11.72	352	0.66	4.86	25
2023 05 27 08	1.2	5.99	12.11	10	0.0	180	0.82	11.65	351	0.6	4.66	25
2023 05 27 09	1.17	6.01	12.11	8	0.01	335	0.81	11.55	351	0.41	6.54	352
2023 05 27 10	1.15	6.04	12.11	6	0.0	180	0.83	11.21	350	0.44	6.53	352
2023 05 27 11	1.14	6.09	12.11	5	0.0	180	0.82	11.09	350	0.51	6.27	355
2023 05 27 12	1.14	6.15	12.11	3	0.0	180	0.77	11.43	350	0.63	6.09	355
2023 05 27 13	1.16	6.22	12.11	3	0.0	180	0.76	11.37	350	0.73	5.98	359
2023 05 27 14	1.18	6.27	12.11	3	0.0	180	0.83	5.76	4	0.83	12.58	350
2023 05 27 15	1.18	6.3	12.11	3	0.0	180	0.74	11.28	350	0.57	6.31	351
